FoodCode	Main.food.description	ModCode
72122223	Mustard greens, cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206038
27520150	Bacon, lettuce, and tomato sandwich with spread W/ MAYONNAISE-TYPE SALAD DRESSING, LOW CALORIE OR DIET (INCLUDE MIRACLE WHIP LIGHT)	206040
75223023	Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206042
72128223	Turnip greens, cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206045
72125223	Spinach, cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206048
24147210	Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten W/ ANIMAL FAT OR MEAT DRIPPINGS	206049
58156610	Pigeon pea asopao (Asopao de gandules) W/ ANIMAL FAT OR MEAT DRIPPINGS	206051
73402020	Sweetpotato, baked, peel eaten, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206053
74202051	Tomatoes, red, from fresh, fried W/ BUTTER, NFS	206058
73403020	Sweetpotato, baked, peel not eaten, fat added in cooking W/ VEGETABLE SHORTENING	206061
75204023	Beans, lima, immature, cooked, from canned, fat added in cooking W/ VEGETABLE OIL, (INCLUDE OIL, NFS)	206068
58160110	Rice with beans W/ ANIMAL FAT OR MEAT DRIPPINGS	206069
72107223	Collards, cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206070
72107222	Collards, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL (INCLUDE OIL, NFS)	206072
75219020	Mushrooms, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206076
74504020	Tomato and okra, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206078
27246300	Chicken or turkey cake, patty, or croquette W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206080
74504020	Tomato and okra, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206082
75316050	Ratatouille W/O FAT	206095
24164120	Chicken, wing, fried, no coating, skin not eaten W/ MARGARINE, NFS	206098
75204980	Beans, string, cooked, NS as to form, NS as to color, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206102
75216021	Corn, cooked, from fresh, NS as to color, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206108
13241000	Pudding, with fruit and vanilla wafers W/ WHOLE MILK	206113
27150020	Crab, deviled W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206125
71900200	Plantain, fried, NS as to green or ripe W/ ANIMAL FAT OR MEAT DRIPPINGS	206129
71900200	Plantain, fried, NS as to green or ripe W/ BUTTER, NFS	206130
75220020	Okra, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206131
75311120	Mixed vegetables (corn, lima beans, peas, green beans, and carrots), canned, low sodium, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206134
73102223	Carrots, cooked, from canned, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206135
75208023	Beets, cooked, from canned, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206136
75224031	Peas, green, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206146
72116220	Escarole, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206147
27250610	Tuna noodle casserole with cream or white sauce W/ VEGETABLE OIL, (INCLUDE OIL, NFS)	206148
24147240	Chicken, drumstick, coated, baked or fried, prepared skinless, NS as to coating eaten W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206152
24124100	Chicken, breast, fried, no coating, NS as to skin eaten W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206158
73403020	Sweetpotato, baked, peel not eaten, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206163
73410110	Sweetpotato, fried W/ MARGARINE, NFS	206180
24127110	Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten W/ MARGARINE, NFS	206188
75234022	Turnip, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206191
73303020	Squash, winter type, baked, fat added in cooking, no sugar added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206192
75216220	Corn, white, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS	206193
13220220	Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added W/ 1% FAT MILK	206196
72128222	Turnip greens, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206198
24127150	Chicken, breast, coated, baked or fried, prepared skinless, coating eaten W/ BUTTER, NFS	206199
73111222	Peas and carrots, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206206
75311023	Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206211
75233020	Squash, summer, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206215
75221061	Onion, young green, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206223
13210110	Pudding, bread W/ WHOLE MILK	206233
41101110	White beans, dry, cooked, fat added in cooking W/ VEGETABLE SHORTENING	206238
24157220	Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating not eaten W/ MARGARINE, NFS	206242
75216121	Corn, yellow, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206244
75226111	Peppers, hot, cooked, from fresh, fat added in cooking W/ BUTTER, NFS	206246
75217520	Hominy, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206248
75226020	Peppers, green, cooked, fat added in cooking W/ VEGETABLE SHORTENING	206250
13220210	Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added W/ WHOLE MILK	206251
73305010	Squash, winter, baked with cheese W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206253
75412060	Eggplant parmesan casserole, regular W/ MARGARINE, NFS	206256
75234022	Turnip, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206257
13210520	Pudding, tapioca, made from dry mix, made with milk W/ SOY MILK	206259
72118221	Greens, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206263
75201021	Artichoke, globe (French), cooked, from fresh, fat added in cooking W/ BUTTER, NFS	206273
27450450	Shrimp creole, no rice W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206275
24167120	Chicken, wing, coated, baked or fried, prepared with skin, skin/coating not eaten W/O FAT	206282
72107220	Collards, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206283
72107220	Collards, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206284
75201020	Artichoke, globe (French), cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206292
75214022	Cauliflower, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206294
75311023	Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from canned, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206301
13210350	Custard, Puerto Rican style (Flan) W/ HEAVY CREAM	206307
75208120	Beets, canned, low sodium, fat added in cooking W/ BUTTER, NFS	206311
75202020	Asparagus, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206323
75207021	Bean sprouts, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206325
75418010	Squash, summer, yellow or green, breaded or battered, fried W/ VEGETABLE SHORTENING	206328
75204982	Beans, string, cooked, from frozen, NS as to color, fat added in cooking W/ BUTTER, NFS	206329
24134200	Chicken, leg (drumstick and thigh), fried, no coating, NS as to skin eaten W/ MARGARINE, NFS	206334
75216183	Corn, yellow and white, cooked, from canned, fat added in cooking W/ BUTTER, NFS	206344
24157250	Chicken, thigh, coated, baked or fried, prepared skinless, coating eaten W/O FAT	206347
13210300	Custard W/ 1% MILK	206348
72125221	Spinach, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206349
75216190	Corn, yellow, NS as to form, cream style, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206359
75208021	Beets, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206361
72101220	Beet greens, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206365
74205011	Tomatoes, green, cooked, from fresh W/O FAT	206374
41205010	Refried beans W/ ANIMAL FAT OR MEAT DRIPPINGS	206375
24154210	Chicken, thigh, fried, no coating, skin eaten W/ MARGARINE, NFS	206381
24167110	Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten W/ ANIMAL FAT OR MEAT DRIPPINGS	206384
75405010	Beets with Harvard sauce W/O FAT	206390
24147220	Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten W/ ANIMAL FAT OR MEAT DRIPPINGS	206393
27211300	Beef (roast) hash W/O FAT	206394
24147210	Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten W/ MARGARINE, NFS	206395
27250610	Tuna noodle casserole with cream or white sauce W/ BUTTER, NFS	206400
92101900	Coffee, latte W/ WHOLE MILK	206405
56207330	Whole wheat cereal, wheat and barley, cooked, fat added in cooking W/ MILK	206406
75208021	Beets, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206411
74504020	Tomato and okra, cooked, fat added in cooking W/ BUTTER, NFS	206422
92101950	Coffee, mocha W/ WHOLE MILK	206423
75233022	Squash, summer, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206425
75315020	Peas and corn, cooked, fat added in cooking W/ BUTTER, NFS	206435
56207010	Wheat, cream of, cooked, regular, fat not added in cooking W/ MILK	206436
92101900	Coffee, latte W/ 1% MILK	206440
92101910	Coffee, latte, decaffeinated W/ 1% MILK	206442
92101910	Coffee, latte, decaffeinated W/ WHOLE MILK	206444
11551050	Milk fruit drink W/ SKIM MILK	206451
56207220	Wheat, cream of, cooked, regular, fat added in cooking W/ MILK	206453
75216720	Cucumber, cooked, fat added in cooking W/ BUTTER, NFS	206457
72125223	Spinach, cooked, from canned, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206459
41102010	Black, brown, or Bayo beans, dry, cooked, fat added in cooking W/ BUTTER, NFS	206464
73201021	Pumpkin, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206465
75208021	Beets, cooked, from fresh, fat added in cooking W/ BUTTER, NFS	206466
74504120	Tomato and onion, cooked, fat added in cooking W/ BUTTER, NFS	206474
13210110	Pudding, bread W/ SKIM MILK	206478
74202051	Tomatoes, red, from fresh, fried W/ MARGARINE, NFS	206480
75220021	Okra, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206489
75216181	Corn, yellow and white, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206490
75201021	Artichoke, globe (French), cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206492
75216720	Cucumber, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206502
75223022	Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking W/ VEGETABLE SHORTENING	206514
56201110	Grits, cooked, corn or hominy, quick, fat not added in cooking W/ MILK	206522
75220023	Okra, cooked, from canned, fat added in cooking W/ BUTTER, NFS	206524
24134210	Chicken, leg (drumstick and thigh), fried, no coating, skin eaten W/ MARGARINE, NFS	206526
24201060	Turkey, light meat, breaded, baked or fried, skin not eaten W/ BUTTER, NFS	206527
75200120	Vegetables, NS as to type, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206529
75209021	Brussels sprouts, cooked, from fresh, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206535
75204020	Beans, lima, immature, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206536
71930120	Cassava (yuca blanca), cooked, fat added in cooking W/ BUTTER, NFS	206540
24134220	Chicken, leg (drumstick and thigh), fried, no coating, skin not eaten W/ MARGARINE, NFS	206550
56201010	Grits, cooked, corn or hominy, regular, fat not added in cooking W/ MILK	206552
58163130	Dirty rice W/O FAT	206554
75201021	Artichoke, globe (French), cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206556
72122220	Mustard greens, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206562
92161000	Cappuccino W/ HALF AND HALF CREAM	206563
75204021	Beans, lima, immature, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206567
71930120	Cassava (yuca blanca), cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206568
41103070	Pink beans, dry, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206577
24147220	Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten W/O FAT	206578
28500070	Gravy, beef or meat, home recipe W/ MARGARINE, NFS	206587
75233022	Squash, summer, cooked, from frozen, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206596
92101920	Frappuccino, regular W/ 1% MILK	206598
92101930	Frappuccino, decaffeinated W/ 1% MILK	206599
28500080	Gravy, poultry, home recipe W/O FAT	206600
75224130	Peas, green, canned, low sodium, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206601
75223022	Peas, cowpeas, field peas, or blackeye peas (not dried), cooked, from frozen, fat added in cooking W/ BUTTER, NFS	206604
72202020	Broccoli casserole (broccoli, rice, cheese, and mushroom sauce) W/ BUTTER, NFS	206605
75302510	Beans, green, and potatoes, cooked, fat added in cooking W/ BUTTER, NFS	206608
41302010	Chickpeas, dry, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206609
28500080	Gravy, poultry, home recipe W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206612
75221022	Onions, mature, cooked or sauteed, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206616
24104020	Chicken, NS as to part, fried, no coating, skin not eaten W/ BUTTER, NFS	206618
92101920	Frappuccino, regular W/ 2% MILK	206619
28500070	Gravy, beef or meat, home recipe W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206621
41304990	Lentils, dry, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206623
72107221	Collards, cooked, from fresh, fat added in cooking W/ BUTTER. NFS	206631
75226060	Peppers, red, cooked, fat added in cooking W/ BUTTER, NFS	206637
75216221	Corn, white, cooked, from fresh, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206640
71403500	White potato, home fries, with green or red peppers and onions W/O FAT	206641
72116220	Escarole, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206643
28500070	Gravy, beef or meat, home recipe W/O FAT	206644
73102242	Carrots, cooked, from frozen, glazed W/O FAT	206653
24127160	Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten W/ BUTTER, NFS	206654
27212050	Beef and macaroni with cheese sauce (mixture) W/ BUTTER. NFS	206665
24127160	Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten W/ MARGARINE, NFS	206667
11525000	Milk, malted, fortified, natural flavor, made with milk W/ WHOLE MILK	206681
56201030	Grits, cooked, corn or hominy, regular, NS as to fat added in cooking W/ MILK	206682
75206021	Beans, string, yellow, cooked, from fresh, fat added in cooking W/ BUTTER, NFS	206690
28355120	Clam chowder, New England, prepared with milk MADE FROM CONDENSED W/ 1/2 CAN OF MILK	206691
92101950	Coffee, mocha W/ 1% MILK	206694
13412000	Milk gravy, quick gravy W/O FAT	206701
75302210	Beans, green string, with onions, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206706
75226110	Peppers, hot, cooked, NS as to form, fat added in cooking W/ BUTTER, NFS	206708
75316050	Ratatouille W/ BUTTER, NFS	206711
75216222	Corn, white, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206719
27212050	Beef and macaroni with cheese sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206720
75206020	Beans, string, yellow, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206722
11512500	Spanish-style hot chocolate drink, Puerto Rican style, made with milk W/ 2% MILK	206723
92101900	Coffee, latte W/ HALF AND HALF	206726
92101920	Frappuccino, regular W/ CREAM	206735
75208310	Bitter melon, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206738
73402020	Sweetpotato, baked, peel eaten, fat added in cooking W/ BUTTER, NFS	206739
75206020	Beans, string, yellow, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206740
63107210	Banana, ripe, fried W/ BUTTER, NFS	206743
11512500	Spanish-style hot chocolate drink, Puerto Rican style, made with milk W/ 1% MILK	206744
11525000	Milk, malted, fortified, natural flavor, made with milk W/ 2% MILK	206746
92101910	Coffee, latte, decaffeinated W/ SKIM MILK	206760
13220220	Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added  W/ WHOLE MILK	206763
75317010	Vegetables, stew type (including potatoes, carrots, onions, celery) cooked, fat added in cooking W/ BUTTER, NFS	206766
75230020	Sauerkraut, cooked, fat added in cooking W/ BUTTER, NFS	206770
11525000	Milk, malted, fortified, natural flavor, made with milk W/ SKIM MILK	206771
24167110	Chicken, wing, coated, baked or fried, prepared with skin, skin/coating eaten W/ MARGARINE, NFS	206777
41301010	Cowpeas, dry, cooked, fat added in cooking W/ BUTTER, NFS	206778
24147210	Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten  W/ BUTTER	206795
72104220	Chard, cooked, fat added in cooking W/ BUTTER, NFS	206799
24154210	Chicken, thigh, fried, no coating, skin eaten W/ BUTTER, NFS	206800
24134210	Chicken, leg (drumstick and thigh), fried, no coating, skin eaten W/ BUTTER, NFS	206801
24164120	Chicken, wing, fried, no coating, skin not eaten W/ BUTTER, NFS	206802
27212000	Beef and noodles, no sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206807
73111220	Peas and carrots, cooked, NS as to form, fat added in cooking W/ VEGETABLE SHORTENING	206815
28500070	Gravy, beef or meat, home recipe W/ VEGETABLE SHORTENING	206816
24147260	Chicken, drumstick, coated, baked or fried, prepared skinless, coating not eaten W/O FAT	206818
75212020	Cabbage, red, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206820
58160120	Rice with beans and tomatoes W/ BUTTER, NFS	206824
24134200	Chicken, leg (drumstick and thigh), fried, no coating, NS as to skin eaten W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206828
75224130	Peas, green, canned, low sodium, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206835
75220021	Okra, cooked, from fresh, fat added in cooking W/ VEGETABLE SHORTENING	206836
75204120	Beans, lima, immature, canned, low sodium, fat added in cooking W/ BUTTER, NFS	206839
27146300	Chicken or turkey parmigiana W/O FAT	206840
72122220	Mustard greens, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206842
24104000	Chicken, NS as to part, fried, no coating, NS as to skin eaten W/ BUTTER, NFS	206844
27213000	Beef and rice, no sauce (mixture) W/O FAT	206850
27250160	Tuna cake or patty W/ BUTTER, NFS	206855
58160140	Rice with beans and pork W/O FAT	206858
58156310	Rice with Spanish sausage, Puerto Rican style W/O FAT	206863
27242000	Chicken or turkey and noodles, no sauce (mixture) W/O FAT	206867
71962020	Dasheen, fried W/ VEGETABLE OIL (INCLUDE OIL, NFS)	206868
27243000	Chicken or turkey and rice, no sauce (mixture)  W/O FAT	206870
75207020	Bean sprouts, cooked, NS as to form, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206875
27242400	Chicken or turkey and noodles, tomato-based sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206877
27242000	Chicken or turkey and noodles, no sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206880
11551050	Milk fruit drink W/ 2% MILK	206885
27142100	Chicken or turkey fricassee W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206886
27410210	Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206890
75228020	Rutabaga, cooked, fat added in cooking W/ BUTTER, NFS	206891
75208720	Broccoflower, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206893
72122222	Mustard greens, cooked, from frozen, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206899
92101900	Coffee, latte W/ HEAVY CREAM, FLUID	206901
27242350	Chicken or turkey tetrazzini W/ ANIMAL FAT OR MEAT DRIPPINGS	206903
24154210	Chicken, thigh, fried, no coating, skin eaten W/ ANIMAL FAT OR MEAT DRIPPINGS	206906
28500080	Gravy, poultry, home recipe W/ BUTTER, NFS	206908
27211200	Beef stew with potatoes, gravy W/O FAT	206912
75227110	Radish, Japanese (daikon), cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206914
27242300	Chicken or turkey and noodles with cream or white sauce (mixture) W/O FAT	206919
27212300	Beef and noodles with cream or white sauce (mixture) W/O FAT	206924
24137210	Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating eaten W/ BUTTER, NFS	206925
11551050	Milk fruit drink W/ 1% MILK	206927
92610010	Horchata, Puerto Rican W/ SKIM MILK	206931
72122221	Mustard greens, cooked, from fresh, fat added in cooking W/ BUTTER, NFS	206935
27143000	Chicken or turkey with cream sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206938
58156610	Pigeon pea asopao (Asopao de gandules) W/O FAT	206942
75302210	Beans, green string, with onions, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206944
75216190	Corn, yellow, NS as to form, cream style, fat added in cooking W/ BUTTER, NFS	206950
41208100	Beans, dry, cooked with pork W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206962
24124100	Chicken, breast, fried, no coating, NS as to skin eaten W/ MARGARINE, NFS	206963
75224130	Peas, green, canned, low sodium, fat added in cooking W/ BUTTER, NFS	206968
75414500	Okra, batter-dipped, fried W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206972
27220030	Ham and rice with (mushroom) soup (mixture) W/O FAT	206974
75340160	Vegetable and pasta combinations with cream or cheese sauce (broccoli, pasta, carrots, corn, zucchini, peppers, cauliflower, peas, etc.), cooked W/ BUTTER, NFS	206975
24107010	Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating eaten W/O FAT	206976
27220190	Sausage and noodles with cream or white sauce (mixture) W/O FAT	206979
27450710	Fish and vegetables (excluding carrots, broccoli, and dark- green leafy (no potatoes)), tomato-based sauce (mixture) W/ BUTTER, NFS	206982
24104010	Chicken, NS as to part, fried, no coating, skin eaten W/ ANIMAL FAT OR MEAT DRIPPINGS	206983
27420410	Pork and vegetables (excluding carrots, broccoli, and dark- green leafy (no potatoes)), tomato-based sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206990
75315020	Peas and corn, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	206992
27410220	Beef and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	206997
27411120	Swiss steak W/ MARGARINE, NFS	206998
27450510	Tuna casserole with vegetables and (mushroom) soup, no noodles W/O FAT	206999
75340160	Vegetable and pasta combinations with cream or cheese sauce (broccoli, pasta, carrots, corn, zucchini, peppers, cauliflower, peas, etc.), cooked W/O FAT	207000
24127120	Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten  W/O FAT	207006
13210300	Custard W/ SOY MILK	207007
13412000	Milk gravy, quick gravy  W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	207008
27120100	Ham or pork with tomato-based sauce (mixture) W/O FAT	207009
13412000	Milk gravy, quick gravy W/ MARGARINE, NFS	207010
24154220	Chicken, thigh, fried, no coating, skin not eaten W/ ANIMAL FAT OR MEAT DRIPPINGS	207017
27250130	Shrimp and noodles with cheese sauce (mixture) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	207018
92611600	Horchata beverage, NFS W/ MILK, NFS	207021
27242400	Chicken or turkey and noodles, tomato-based sauce (mixture) W/O FAT	207022
92611600	Horchata beverage, NFS  W/ WHOLE MILK	207023
27250080	Salmon loaf W/O FAT	207026
27410210	Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture) W/O FAT	207029
74505020	Tomato with corn and okra, cooked, fat added in cooking W/ BUTTER, NFS	207030
27450410	Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture) W/O FAT	207033
92613510	Corn beverage with chocolate and milk (Champurrado, Atole de Chocolate) W/ SKIM MILK	207036
24147260	Chicken, drumstick, coated, baked or fried, prepared skinless, coating not eaten W/ BUTTER, NFS	207040
24167120	Chicken, wing, coated, baked or fried, prepared with skin, skin/coating not eaten W/ BUTTER, NFS	207041
92611600	Horchata beverage, NFS W/ 2% MILK	207054
27141050	Stewed chicken with tomato-based sauce, Mexican style (mixture) (Pollo guisado con tomate) W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	207058
27343950	Chicken or turkey, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), cheese sauce (mixture)  W/O FAT	207065
75214020	Cauliflower, cooked, NS as to form, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPINGS	207066
72123020	Poke greens, cooked, fat added in cooking W/ ANIMAL FAT OR MEAT DRIPPING	207069
27341510	Chicken or turkey stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce W/O FAT	207072
75414030	Mushrooms, batter-dipped, fried  W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	207073
72128520	Turnip greens, canned, low sodium, cooked, fat added in cooking W/ VEGETABLE OIL, NFS (INCLUDE OIL, NFS)	207074
75205031	Beans, string, green, cooked, from fresh, fat added in cooking  W/ VEGETABLE SHORTENING	207075
27242000	Chicken or turkey and noodles, no sauce (mixture) W/ MARGARINE, NFS	207078
92101910	Coffee, latte, decaffeinated W/ 2% MILK	207081
25110450	Chicken liver, fried W/ ANIMAL FAT OR MEAT DRIPPINGS	207088
27250130	Shrimp and noodles with cheese sauce (mixture) W/ BUTTER, NFS	207089
