FoodCode	Main.food.description	ModCode	Old.Main.food.description	FoodID
11211400	Milk_evaporated_2_fat_formerly_NS_as_to_dilution_	0	Milk, evaporated, 2% fat (formerly NS as to dilution)	11211400.0
11212050	Milk_evaporated_skim_formerly_NS_as_to_dilution_used_in_coffee_or_tea_	0	Milk, evaporated, skim (formerly NS as to dilution, used in coffee or tea)	11212050.0
11220000	Milk_condensed_sweetened_formerly_NS_as_to_dilution_	0	Milk, condensed, sweetened (formerly NS as to dilution)	11220000.0
11320000	Milk_soy_ready_to_drink_not_babys	0	Milk, soy, ready-to-drink, not babys	11320000.0
11320100	Milk_soy_light_ready_to_drink_not_babys	0	Milk, soy, light, ready-to-drink, not babys	11320100.0
11320200	Milk_soy_nonfat_ready_to_drink_not_babys	0	Milk, soy, nonfat, ready-to-drink, not babys	11320200.0
11321000	Milk_soy_ready_to_drink_not_babys_chocolate	0	Milk, soy, ready-to-drink, not babys, chocolate	11321000.0
11321100	Milk_soy_light_ready_to_drink_not_babys_chocolate	0	Milk, soy, light, ready-to-drink, not babys, chocolate	11321100.0
11321200	Milk_soy_nonfat_ready_to_drink_not_babys_chocolate	0	Milk, soy, nonfat, ready-to-drink, not babys, chocolate	11321200.0
11340000	Milk_imitation_fluid_non_soy_sweetened_flavors_other_than_chocolate	0	Milk, imitation, fluid, non-soy, sweetened, flavors other than chocolate	11340000.0
11350000	Milk_almond_ready_to_drink	0	Milk, almond, ready-to-drink	11350000.0
11350010	Milk_almond_ready_to_drink_chocolate	0	Milk, almond, ready-to-drink, chocolate	11350010.0
11410000	Yogurt_NS_as_to_type_of_milk_or_flavor	0	Yogurt, NS as to type of milk or flavor	11410000.0
11411010	Yogurt_plain_NS_as_to_type_of_milk	0	Yogurt, plain, NS as to type of milk	11411010.0
11411100	Yogurt_plain_whole_milk	0	Yogurt, plain, whole milk	11411100.0
11411200	Yogurt_plain_lowfat_milk	0	Yogurt, plain, lowfat milk	11411200.0
11411300	Yogurt_plain_nonfat_milk	0	Yogurt, plain, nonfat milk	11411300.0
11420000	Yogurt_vanilla_lemon_or_coffee_flavor_NS_as_to_type_of_milk	0	Yogurt, vanilla, lemon, or coffee flavor, NS as to type of milk	11420000.0
11421000	Yogurt_vanilla_lemon_or_coffee_flavor_whole_milk	0	Yogurt, vanilla, lemon, or coffee flavor, whole milk	11421000.0
11422000	Yogurt_vanilla_lemon_maple_or_coffee_flavor_lowfat_milk	0	Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk	11422000.0
11422100	Yogurt_vanilla_lemon_maple_or_coffee_flavor_lowfat_milk_sweetened_with_low_calorie_sweetener	0	Yogurt, vanilla, lemon, maple, or coffee flavor, lowfat milk, sweetened with low calorie sweetener	11422100.0
11423000	Yogurt_vanilla_lemon_maple_or_coffee_flavor_nonfat_milk	0	Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk	11423000.0
11424000	Yogurt_vanilla_lemon_maple_or_coffee_flavor_nonfat_milk_sweetened_with_low_calorie_sweetener	0	Yogurt, vanilla, lemon, maple, or coffee flavor, nonfat milk, sweetened with low calorie sweetener	11424000.0
11425000	Yogurt_chocolate_NS_as_to_type_of_milk	0	Yogurt, chocolate, NS as to type of milk	11425000.0
11426000	Yogurt_chocolate_whole_milk	0	Yogurt, chocolate, whole milk	11426000.0
11427000	Yogurt_chocolate_nonfat_milk	0	Yogurt, chocolate, nonfat milk	11427000.0
11430000	Yogurt_fruit_variety_NS_as_to_type_of_milk	0	Yogurt, fruit variety, NS as to type  of milk	11430000.0
11431000	Yogurt_fruit_variety_whole_milk	0	Yogurt, fruit variety, whole milk	11431000.0
11432000	Yogurt_fruit_variety_lowfat_milk	0	Yogurt, fruit variety, lowfat milk	11432000.0
11432500	Yogurt_fruit_variety_lowfat_milk_sweetened_with_low_calorie_sweetener	0	Yogurt, fruit variety, lowfat milk, sweetened with low-calorie sweetener	11432500.0
11433000	Yogurt_fruit_variety_nonfat_milk	0	Yogurt, fruit variety, nonfat milk	11433000.0
11433500	Yogurt_fruit_variety_nonfat_milk_sweetened_with_low_calorie_sweetener	0	Yogurt, fruit variety, nonfat milk, sweetened with low-calorie sweetener	11433500.0
11446000	Fruit_and_lowfat_yogurt_parfait	0	Fruit and lowfat yogurt parfait	11446000.0
11459990	Yogurt_frozen_NS_as_to_flavor_NS_as_to_type_of_milk	0	Yogurt, frozen, NS as to flavor, NS as to type of milk	11459990.0
11460000	Yogurt_frozen_flavors_other_than_chocolate_NS_as_to_type_of_milk	0	Yogurt, frozen, flavors other than chocolate, NS as to type of milk	11460000.0
11460100	Yogurt_frozen_chocolate_NS_as_to_type_of_milk	0	Yogurt, frozen, chocolate, NS as to type of milk	11460100.0
11460150	Yogurt_frozen_NS_as_to_flavor_lowfat_milk	0	Yogurt, frozen, NS as to flavor, lowfat milk	11460150.0
11460160	Yogurt_frozen_chocolate_lowfat_milk	0	Yogurt, frozen, chocolate, lowfat milk	11460160.0
11460170	Yogurt_frozen_flavors_other_than_chocolate_lowfat_milk	0	Yogurt, frozen, flavors other than chocolate, lowfat milk	11460170.0
11460190	Yogurt_frozen_NS_as_to_flavor_nonfat_milk	0	Yogurt, frozen, NS as to flavor, nonfat milk	11460190.0
11460200	Yogurt_frozen_chocolate_nonfat_milk	0	Yogurt, frozen, chocolate, nonfat milk	11460200.0
11460250	Yogurt_frozen_flavors_other_than_chocolate_with_sorbet_or_sorbet_coated	0	Yogurt, frozen, flavors other than chocolate, with sorbet or sorbet-coated	11460250.0
11460300	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk	0	Yogurt, frozen, flavors other than chocolate, nonfat milk	11460300.0
11460400	Yogurt_frozen_chocolate_nonfat_milk_with_low_calorie_sweetener	0	Yogurt, frozen, chocolate, nonfat milk, with low-calorie sweetener	11460400.0
11460410	Yogurt_frozen_flavors_other_than_chocolate_nonfat_milk_with_low_calorie_sweetener	0	Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener	11460410.0
11460420	Yogurt_frozen_NS_as_to_flavor_whole_milk	0	Yogurt, frozen, NS as to flavor, whole milk	11460420.0
11460430	Yogurt_frozen_chocolate_whole_milk	0	Yogurt, frozen, chocolate, whole milk	11460430.0
11460440	Yogurt_frozen_flavors_other_than_chocolate_whole_milk	0	Yogurt, frozen, flavors other than chocolate, whole milk	11460440.0
11461000	Yogurt_frozen_chocolate_coated	0	Yogurt, frozen, chocolate-coated	11461000.0
11461200	Yogurt_frozen_sandwich	0	Yogurt, frozen, sandwich	11461200.0
11461250	Yogurt_frozen_cone_chocolate	0	Yogurt, frozen, cone, chocolate	11461250.0
11461260	Yogurt_frozen_cone_flavors_other_than_chocolate	0	Yogurt, frozen, cone, flavors other than chocolate	11461260.0
11461270	Yogurt_frozen_cone_flavors_other_than_chocolate_lowfat_milk	0	Yogurt, frozen, cone, flavors other than chocolate, lowfat milk	11461270.0
11461280	Yogurt_frozen_cone_chocolate_lowfat_milk	0	Yogurt, frozen, cone, chocolate, lowfat milk	11461280.0
11480010	Yogurt_whole_milk_baby_food	0	Yogurt, whole milk, baby food	11480010.0
11480020	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_NFS	0	Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS	11480020.0
11480030	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_iron	0	Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron	11480030.0
11480040	Yogurt_whole_milk_baby_food_with_fruit_and_multigrain_cereal_puree_plus_DHA	0	Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA	11480040.0
11511000	Milk_chocolate_NFS	0	Milk, chocolate, NFS	11511000.0
11511100	Milk_chocolate_whole_milk_based	0	Milk, chocolate, whole milk-based	11511100.0
11511200	Milk_chocolate_reduced_fat_milk_based_2_formerly_lowfat_	0	Milk, chocolate, reduced fat milk-based, 2% (formerly lowfat)	11511200.0
11511300	Milk_chocolate_skim_milk_based	0	Milk, chocolate, skim milk-based	11511300.0
11511400	Milk_chocolate_lowfat_milk_based	0	Milk, chocolate, lowfat milk-based	11511400.0
11512000	Cocoa_hot_chocolate_not_from_dry_mix_made_with_whole_milk	0	Cocoa, hot chocolate, not from dry mix, made with whole milk	11512000.0
11512500	Hot_chocolate_Puerto_Rican_style_made_with_whole_milk	0	Hot chocolate, Puerto Rican style, made with whole milk	11512500.0
11512510	Hot_chocolate_Puerto_Rican_style_made_with_low_fat_milk	0	Hot chocolate, Puerto Rican style, made with low fat milk	11512510.0
11513000	Cocoa_and_sugar_mixture_milk_added_NS_as_to_type_of_milk	0	Cocoa and sugar mixture, milk added, NS as to type of milk	11513000.0
11513100	Cocoa_and_sugar_mixture_whole_milk_added	0	Cocoa and sugar mixture, whole milk added	11513100.0
11513150	Cocoa_and_sugar_mixture_reduced_fat_milk_added	0	Cocoa and sugar mixture, reduced fat milk added	11513150.0
11513200	Cocoa_and_sugar_mixture_lowfat_milk_added	0	Cocoa and sugar mixture, lowfat milk added	11513200.0
11513300	Cocoa_and_sugar_mixture_skim_milk_added	0	Cocoa and sugar mixture, skim milk added	11513300.0
11513350	Cocoa_and_sugar_mixture_reduced_sugar_milk_added_NS_as_to_type_of_milk	0	Cocoa and sugar mixture, reduced sugar, milk added, NS as to type of milk	11513350.0
11513355	Cocoa_and_sugar_mixture_reduced_sugar_whole_milk_added	0	Cocoa and sugar mixture, reduced sugar, whole milk added	11513355.0
11513360	Cocoa_and_sugar_mixture_reduced_sugar_reduced_fat_milk_added	0	Cocoa and sugar mixture, reduced sugar, reduced fat milk added	11513360.0
11513365	Cocoa_and_sugar_mixture_reduced_sugar_lowfat_milk_added	0	Cocoa and sugar mixture, reduced sugar, lowfat milk added	11513365.0
11513370	Cocoa_and_sugar_mixture_reduced_sugar_skim_milk_added	0	Cocoa and sugar mixture, reduced sugar, skim milk added	11513370.0
11513400	Chocolate_syrup_milk_added_NS_as_to_type_of_milk	0	Chocolate syrup, milk added, NS as to type of milk	11513400.0
11513500	Chocolate_syrup_whole_milk_added	0	Chocolate syrup, whole milk added	11513500.0
11513550	Chocolate_syrup_reduced_fat_milk_added	0	Chocolate syrup, reduced fat milk added	11513550.0
11513600	Chocolate_syrup_lowfat_milk_added	0	Chocolate syrup, lowfat milk added	11513600.0
11513700	Chocolate_syrup_skim_milk_added	0	Chocolate syrup, skim milk added	11513700.0
11514100	Cocoa_sugar_and_dry_milk_mixture_water_added	0	Cocoa, sugar, and dry milk mixture, water added	11514100.0
11514300	Cocoa_with_nonfat_dry_milk_and_low_calorie_sweetener_mixture_water_added	0	Cocoa with nonfat dry milk and low calorie sweetener, mixture, water added	11514300.0
11514500	Cocoa_whey_and_low_calorie_sweetener_mixture_fortified_water_added	0	Cocoa, whey, and low calorie sweetener, mixture, fortified, water added	11514500.0
11515100	Cocoa_and_sugar_mixture_fortified_with_vitamins_and_minerals_milk_added_NS_as_to_type_of_milk_Puerto_Rican_style	0	Cocoa and sugar mixture fortified with vitamins and minerals, milk added, NS as to type of milk, Puerto Rican style	11515100.0
11516000	Cocoa_whey_and_low_calorie_sweetener_mixture_lowfat_milk_added	0	Cocoa, whey, and low-calorie sweetener mixture, lowfat milk added	11516000.0
11518050	Milk_beverage_with_nonfat_dry_milk_and_low_calorie_sweetener_water_added_flavors_other_than_chocolate	0	Milk beverage with nonfat dry milk and low calorie sweetener, water added, flavors other than chocolate	11518050.0
11519000	Milk_beverage_made_with_whole_milk_flavors_other_than_chocolate	0	Milk beverage, made with whole milk, flavors other than chocolate	11519000.0
11519040	Milk_flavors_other_than_chocolate_NFS	0	Milk, flavors other than chocolate, NFS	11519040.0
11519050	Milk_flavors_other_than_chocolate_whole_milk_based	0	Milk, flavors other than chocolate, whole milk-based	11519050.0
11519105	Milk_flavors_other_than_chocolate_reduced_fat_milk_based	0	Milk, flavors other than chocolate, reduced fat milk-based	11519105.0
11519200	Milk_flavors_other_than_chocolate_lowfat_milk_based	0	Milk, flavors other than chocolate, lowfat milk-based	11519200.0
11519205	Milk_flavors_other_than_chocolate_skim_milk_based	0	Milk, flavors other than chocolate, skim-milk based	11519205.0
11520000	Milk_malted_unfortified_NS_as_to_flavor_made_with_milk	0	Milk, malted, unfortified, NS as to flavor, made with milk	11520000.0
11521000	Milk_malted_unfortified_chocolate_made_with_milk	0	Milk, malted, unfortified, chocolate, made with milk	11521000.0
11522000	Milk_malted_unfortified_natural_flavor_made_with_milk	0	Milk, malted, unfortified, natural flavor, made with milk	11522000.0
11525000	Milk_malted_fortified_natural_flavor_made_with_milk	0	Milk, malted, fortified, natural flavor, made with milk	11525000.0
11526000	Milk_malted_fortified_chocolate_made_with_milk	0	Milk, malted, fortified, chocolate, made with milk	11526000.0
11527000	Milk_malted_fortified_NS_as_to_flavor_made_with_milk	0	Milk, malted, fortified, NS as to flavor, made with milk	11527000.0
11531000	Eggnog_made_with_whole_milk	0	Eggnog, made with whole milk	11531000.0
11531500	Eggnog_made_with_2_reduced_fat_milk_formerly_eggnog_made_with_2_lowfat_milk_	0	Eggnog, made with 2% reduced fat milk (formerly eggnog, made with 2% lowfat milk)	11531500.0
11541000	Milk_shake_NS_as_to_flavor_or_type	0	Milk shake, NS as to flavor or type	11541000.0
11541100	Milk_shake_homemade_or_fountain_type_NS_as_to_flavor	0	Milk shake, homemade or fountain-type, NS as to flavor	11541100.0
11541110	Milk_shake_homemade_or_fountain_type_chocolate	0	Milk shake, homemade or fountain-type, chocolate	11541110.0
11541120	Milk_shake_homemade_or_fountain_type_flavors_other_than_chocolate	0	Milk shake, homemade or fountain-type, flavors other than chocolate	11541120.0
11541400	Milk_shake_with_malt	0	Milk shake with malt	11541400.0
11541500	Milk_shake_made_with_skim_milk_chocolate	0	Milk shake, made with skim milk, chocolate	11541500.0
11541510	Milk_shake_made_with_skim_milk_flavors_other_than_chocolate	0	Milk shake, made with skim milk, flavors other than chocolate	11541510.0
11542000	Carry_out_milk_shake_NS_as_to_flavor	0	Carry-out milk shake, NS as to flavor	11542000.0
11542100	Carry_out_milk_shake_chocolate	0	Carry-out milk shake, chocolate	11542100.0
11542200	Carry_out_milk_shake_flavors_other_than_chocolate	0	Carry-out milk shake, flavors other than chocolate	11542200.0
11551050	Milk_fruit_drink	0	Milk fruit drink	11551050.0
11552200	Orange_Julius	0	Orange Julius	11552200.0
11553000	Fruit_smoothie_drink_made_with_fruit_or_fruit_juice_and_dairy_products	0	Fruit smoothie drink, made with fruit or fruit juice and dairy products	11553000.0
11553100	Fruit_smoothie_drink_NFS	0	Fruit smoothie drink, NFS	11553100.0
11560000	Chocolate_flavored_drink_whey_and_milk_based	0	Chocolate-flavored drink, whey- and milk-based	11560000.0
11560020	Flavored_milk_drink_whey_and_milk_based_flavors_other_than_chocolate	0	Flavored milk drink, whey- and milk-based, flavors other than chocolate	11560020.0
11561000	Cafe_con_leche	0	Cafe con leche	11561000.0
11561010	Cafe_con_leche_prepared_with_sugar	0	Cafe con leche prepared with sugar	11561010.0
11710000	Infant_formula_NFS	0	Infant formula, NFS	11710000.0
11710050	Similac_Expert_Care_Alimentum_infant_formula_NS_as_to_form	0	Similac Expert Care Alimentum, infant formula, NS as to form	11710050.0
11710051	Similac_Expert_Care_Alimentum_infant_formula_ready_to_feed	0	Similac Expert Care Alimentum, infant formula, ready-to-feed	11710051.0
11710053	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_water_NFS	0	Similac Expert Care Alimentum, infant formula, prepared from powder, made with water, NFS	11710053.0
11710054	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_tap_water	0	Similac Expert Care Alimentum, infant formula, prepared from powder, made with tap water	11710054.0
11710055	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Similac Expert Care Alimentum, infant formula, prepared from powder, made with plain bottled water	11710055.0
11710056	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_baby_water	0	Similac Expert Care Alimentum, infant formula, prepared from powder, made with baby water	11710056.0
11710350	Similac_Advance_infant_formula_NS_as_to_form	0	Similac Advance, infant formula, NS as to form	11710350.0
11710351	Similac_Advance_infant_formula_ready_to_feed	0	Similac Advance, infant formula, ready-to-feed	11710351.0
11710352	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS	0	Similac Advance, infant formula, prepared from liquid concentrate, made with water, NFS	11710352.0
11710353	Similac_Advance_infant_formula_prepared_from_powder_made_with_water_NFS	0	Similac Advance, infant formula, prepared from powder, made with water, NFS	11710353.0
11710354	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water	0	Similac Advance, infant formula, prepared from liquid concentrate, made with tap water	11710354.0
11710355	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water	0	Similac Advance, infant formula, prepared from liquid concentrate, made with plain bottled water	11710355.0
11710356	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water	0	Similac Advance, infant formula, prepared from liquid concentrate, made with baby water	11710356.0
11710357	Similac_Advance_infant_formula_prepared_from_powder_made_with_tap_water	0	Similac Advance, infant formula, prepared from powder, made with tap water	11710357.0
11710358	Similac_Advance_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Similac Advance, infant formula, prepared from powder, made with plain bottled water	11710358.0
11710359	Similac_Advance_infant_formula_prepared_from_powder_made_with_baby_water	0	Similac Advance, infant formula, prepared from powder, made with baby water	11710359.0
11710360	Similac_Advance_Organic_infant_formula_NS_as_to_form	0	Similac Advance Organic, infant formula, NS as to form	11710360.0
11710361	Similac_Advance_Organic_infant_formula_ready_to_feed	0	Similac Advance Organic, infant formula, ready-to-feed	11710361.0
11710363	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_water_NFS	0	Similac Advance Organic, infant formula, prepared from powder, made with water, NFS	11710363.0
11710367	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_tap_water	0	Similac Advance Organic, infant formula, prepared from powder, made with tap water	11710367.0
11710368	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Similac Advance Organic, infant formula, prepared from powder, made with plain bottled water	11710368.0
11710369	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_baby_water	0	Similac Advance Organic, infant formula, prepared from powder, made with baby water	11710369.0
11710370	Similac_Sensitive_infant_formula_NS_as_to_form	0	Similac Sensitive, infant formula, NS as to form	11710370.0
11710371	Similac_Sensitive_infant_formula_ready_to_feed	0	Similac Sensitive, infant formula, ready-to-feed	11710371.0
11710372	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS	0	Similac Sensitive, infant formula, prepared from liquid concentrate, made with water, NFS	11710372.0
11710373	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_water_NFS	0	Similac Sensitive, infant formula, prepared from powder, made with water, NFS	11710373.0
11710374	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water	0	Similac Sensitive, infant formula, prepared from liquid concentrate, made with tap water	11710374.0
11710375	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water	0	Similac Sensitive, infant formula, prepared from liquid concentrate, made with plain bottled water	11710375.0
11710376	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water	0	Similac Sensitive, infant formula, prepared from liquid concentrate, made with baby water	11710376.0
11710377	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_tap_water	0	Similac Sensitive, infant formula, prepared from powder, made with tap water	11710377.0
11710378	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Similac Sensitive, infant formula, prepared from powder, made with plain bottled water	11710378.0
11710379	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_baby_water	0	Similac Sensitive, infant formula, prepared from powder, made with baby water	11710379.0
11710380	Similac_Sensitive_for_Spit_Up_infant_formula_NS_as_to_form	0	Similac Sensitive for Spit-Up, infant formula, NS as to form	11710380.0
11710381	Similac_Sensitive_for_Spit_Up_infant_formula_ready_to_feed	0	Similac Sensitive for Spit-Up, infant formula, ready-to-feed	11710381.0
11710383	Similac_Sensitive_for_Spit_Up_infant_formula_prepared_from_powder_made_with_water_NFS	0	Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with water, NFS	11710383.0
11710387	Similac_Sensitive_for_Spit_Up_infant_formula_prepared_from_powder_made_with_tap_water	0	Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with tap water	11710387.0
11710388	Similac_Sensitive_for_Spit_Up_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with plain bottled water	11710388.0
11710389	Similac_Sensitive_for_Spit_Up_infant_formula_prepared_from_powder_made_with_baby_water	0	Similac Sensitive for Spit-Up, infant formula, prepared from powder, made with baby water	11710389.0
11710470	Similac_Expert_Care_NeoSure_infant_formula_NS_as_to_form	0	Similac Expert Care NeoSure, infant formula, NS as to form	11710470.0
11710471	Similac_Expert_Care_NeoSure_infant_formula_ready_to_feed	0	Similac Expert Care NeoSure, infant formula, ready-to-feed	11710471.0
11710473	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_water_NFS	0	Similac Expert Care NeoSure, infant formula, prepared from powder, made with water, NFS	11710473.0
11710477	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_tap_water	0	Similac Expert Care NeoSure, infant formula, prepared from powder, made with tap water	11710477.0
11710478	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Similac Expert Care NeoSure, infant formula, prepared from powder, made with plain bottled water	11710478.0
11710479	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_baby_water	0	Similac Expert Care NeoSure, infant formula, prepared from powder, made with baby water	11710479.0
11710480	Similac_Go_and_Grow_infant_formula_NS_as_to_form	0	Similac Go and Grow, infant formula, NS as to form	11710480.0
11710481	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_water_NFS	0	Similac Go and Grow, infant formula, prepared from powder, made with water, NFS	11710481.0
11710482	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_tap_water	0	Similac Go and Grow, infant formula, prepared from powder, made with tap water	11710482.0
11710483	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Similac Go and Grow, infant formula, prepared from powder, made with plain bottled water	11710483.0
11710484	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_baby_water	0	Similac Go and Grow, infant formula, prepared from powder, made with baby water	11710484.0
11710620	Enfamil_PREMIUM_Newborn_infant_formula_NS_as_to_form	0	Enfamil PREMIUM Newborn, infant formula, NS as to form	11710620.0
11710621	Enfamil_PREMIUM_Newborn_infant_formula_ready_to_feed	0	Enfamil PREMIUM Newborn, infant formula, ready-to-feed	11710621.0
11710626	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_water_NFS	0	Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with water, NFS	11710626.0
11710627	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_tap_water	0	Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with tap water	11710627.0
11710628	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_plain_bottled_water	0	Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with plain bottled water	11710628.0
11710629	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_baby_water	0	Enfamil PREMIUM Newborn, infant formula, prepared from powder, made with baby water	11710629.0
11710630	Enfamil_PREMIUM_Infant_infant_formula_NS_as_to_form	0	Enfamil PREMIUM Infant, infant formula, NS as to form	11710630.0
11710631	Enfamil_PREMIUM_Infant_infant_formula_ready_to_feed	0	Enfamil PREMIUM Infant, infant formula, ready-to-feed	11710631.0
11710632	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS	0	Enfamil PREMIUM Infant, infant formula, prepared from liquid concentrate, made with water, NFS	11710632.0
11710633	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water	0	Enfamil PREMIUM Infant, infant formula, prepared from liquid concentrate, made with tap water	11710633.0
11710634	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water	0	Enfamil PREMIUM Infant, infant formula, prepared from liquid concentrate, made with plain bottled water	11710634.0
