FoodCode	ModCode	Main.food.description	Old.Main.food.description	FoodID
42101100	0	Almonds_roasted	Almonds, roasted	42101100.0
42104100	0	Cashew_nuts_roasted_salted	Cashew nuts, roasted, salted	42104100.0
42106000	0	Coconut_meat_fresh	Coconut meat, fresh	42106000.0
42110200	0	Mixed_nuts_dry_roasted	Mixed nuts, dry roasted	42110200.0
42111030	0	Peanuts_boiled	Peanuts, boiled	42111030.0
42111100	0	Peanuts_roasted_salted	Peanuts, roasted, salted	42111100.0
42111110	0	Peanuts_roasted_without_salt	Peanuts, roasted, without salt	42111110.0
42111210	0	Peanuts_dry_roasted_without_salt	Peanuts, dry roasted, without salt	42111210.0
42116000	0	Walnuts	Walnuts	42116000.0
42200500	0	Almond_butter	Almond butter	42200500.0
42202050	0	Peanut_butter_chunky	Peanut butter, chunky	42202050.0
42202060	0	Peanut_butter_creamy	Peanut butter, creamy	42202060.0
42204050	0	Peanut_sauce	Peanut sauce	42204050.0
42401010	0	Coconut_milk_canned	Coconut milk, canned	42401010.0
42403010	0	Coconut_water_liquid_from_coconuts_	Coconut water (liquid from coconuts)	42403010.0
42404010	0	Coconut_water_canned_or_bottled	Coconut water, canned or bottled	42404010.0
42501500	0	Trail_mix_nut_mix_with_dried_fruit_seeds_and_chocolate	Trail mix, nut mix with dried fruit, seeds, and chocolate	42501500.0
43101100	0	Pumpkin_or_squash_seeds_roasted_salted	Pumpkin or squash seeds, roasted, salted	43101100.0
43102200	0	Sunflower_seeds_dry_roasted	Sunflower seeds, dry roasted	43102200.0
43103200	0	Sesame_paste_sesame_butter_made_from_whole_seeds_	Sesame paste (sesame butter made from whole seeds)	43103200.0
43106995	0	Coriander_seed	Coriander seed	43106995.0
43106999	0	Chia_seeds	Chia seeds	43106999.0
50020000	0	Flour_whole_wheat	Flour, whole wheat	50020000.0
50049993	0	Flour_rice_white	Flour, rice, white	50049993.0
51101000	0	Bread_white	Bread, white	51101000.0
51107010	0	Bread_French_or_Vienna	Bread, French or Vienna	51107010.0
51109100	0	Bread_pita	Bread, pita	51109100.0
51121010	0	Bread_garlic	Bread, garlic	51121010.0
51133010	0	Bread_sour_dough	Bread, sour dough	51133010.0
51150000	0	Hot_dog_bun_white	Hot dog bun, white	51150000.0
51153000	0	Rolls_white_hard	Rolls, white, hard	51153000.0
51160000	0	Roll_sweet	Roll, sweet	51160000.0
51165000	0	Coffee_cake_yeast_type	Coffee cake, yeast type	51165000.0
51166000	0	Croissant	Croissant	51166000.0
51180010	0	Bagel	Bagel	51180010.0
51182010	0	Bread_stuffing	Bread stuffing	51182010.0
51184030	0	Bread_stick_soft_prepared_with_garlic_and_parmesan_cheese	Bread stick, soft, prepared with garlic and parmesan cheese	51184030.0
51186010	0	English_muffin	English muffin	51186010.0
51188100	0	Pannetone_Italian_style_sweetbread_	Pannetone (Italian-style sweetbread)	51188100.0
51201010	0	Bread_100_whole_wheat	Bread, 100% whole wheat	51201010.0
51220030	0	Roll_100_whole_wheat_homemade_or_bakery	Roll, 100% whole wheat, homemade or bakery	51220030.0
51601020	0	Bread_multigrain	Bread, multigrain	51601020.0
51602010	0	Bread_multigrain_reduced_calorie_or_high_fiber	Bread, multigrain, reduced calorie or high fiber	51602010.0
51808000	0	Bread_low_gluten	Bread, low gluten	51808000.0
52101100	0	Biscuit_baking_powder_or_buttermilk_from_mix	Biscuit, baking powder or buttermilk, from mix	52101100.0
52104010	0	Biscuits_baking_powder_or_buttermilk_homemade	Biscuits, baking powder or buttermilk, homemade	52104010.0
52202060	0	Cornbread_homemade	Cornbread, homemade	52202060.0
52215100	0	Tortilla_corn	Tortilla, corn	52215100.0
52215200	0	Tortilla_flour_wheat_	Tortilla, flour (wheat)	52215200.0
52215350	0	Taco_shell_flour	Taco shell, flour	52215350.0
52304040	0	Muffin_bran_with_fruit_banana_lowfat	Muffin, bran with fruit (banana), lowfat	52304040.0
52405010	0	Bread_banana_without_nuts_	Bread, banana (without nuts)	52405010.0
52405100	0	Bread_banana_nut	Bread, banana nut	52405100.0
53101250	0	Cake_angel_food_with_fruit_and_icing_or_filling	Cake, angel food, with fruit and icing or filling	53101250.0
53102600	0	Cake_banana_no_icing	Cake, banana, no icing	53102600.0
53103550	0	Cake_butter_no_icing	Cake, butter, no icing	53103550.0
53104100	0	Cake_carrot_no_icing	Cake, carrot, no icing	53104100.0
53104500	0	Cheesecake	Cheesecake	53104500.0
53105200	0	Cake_chocolate_devil_s_food_or_fudge_with_icing_from_mix	Cake, chocolate, devil's food or fudge, with icing, from mix	53105200.0
53105260	0	Cake_chocolate_devil_s_food_or_fudge_with_icing_homemade_or_purchased	Cake, chocolate, devil's food or fudge, with icing, homemade or purchased	53105260.0
53108200	0	Cupcake_chocolate_with_icing_or_filling_Ho_Ho_s_Tastykake_cupcakes_Swiss_Rolls_Oreo_Cakesters_	Cupcake, chocolate, with icing or filling (Ho Ho's, Tastykake cupcakes, Swiss Rolls, Oreo Cakesters)	53108200.0
53109100	0	Cupcake_not_chocolate_no_icing_or_filling	Cupcake, not chocolate, no icing or filling	53109100.0
53109200	0	Cupcake_not_chocolate_with_icing_or_filling_Twinkies_Tastykake_Krimpets_Little_Debbie_Snack_Cakes_Hostess_Snowballs_	Cupcake, not chocolate, with icing or filling (Twinkies, Tastykake Krimpets, Little Debbie Snack Cakes, Hostess Snowballs)	53109200.0
53115200	0	Cake_marble_with_icing	Cake, marble, with icing	53115200.0
53120200	0	Cake_white_with_icing_from_mix	Cake, white, with icing, from mix	53120200.0
53204010	0	Brownie_no_icing	Brownie, no icing	53204010.0
53206000	0	Cookies_chocolate_chip_Chips_Ahoy_Pepperidge_Farms_Little_Debbie_Subway_	Cookies, chocolate chip (Chips Ahoy, Pepperidge Farms, Little Debbie, Subway)	53206000.0
53206020	0	Cookies_chocolate_chip_homemade_or_bakery	Cookies, chocolate chip, homemade or bakery	53206020.0
53210000	0	Cookies_chocolate_wafer	Cookies, chocolate wafer	53210000.0
53222020	0	Ice_cream_cone_wafer_or_cake_cone_only	Ice cream cone, wafer or cake, cone only	53222020.0
53223000	0	Cookies_gingersnaps	Cookies, gingersnaps	53223000.0
53224250	0	Cookies_lemon_bar	Cookies, lemon bar	53224250.0
53226500	0	Rice_Krispy_Treat	Rice Krispy Treat	53226500.0
53231400	0	Cookies_multigrain_high_fiber	Cookies, multigrain, high fiber	53231400.0
53233000	0	Cookies_oatmeal	Cookies, oatmeal	53233000.0
53234100	0	Cookies_peanut_butter_with_chocolate	Cookies, peanut butter, with chocolate	53234100.0
53241500	0	Cookies_butter_or_sugar_cookie	Cookies, butter or sugar cookie	53241500.0
53242000	0	Cookies_vanilla_cream_wafer	Cookies, vanilla cream wafer	53242000.0
53304050	0	Pie_blueberry_one_crust	Pie, blueberry, one crust	53304050.0
53310000	0	Pie_raspberry_one_crust	Pie, raspberry, one crust	53310000.0
53313000	0	Pie_strawberry_rhubarb_two_crust	Pie, strawberry-rhubarb, two crust	53313000.0
53420210	0	Cream_puff_or_eclair_custard_or_cream_filled_iced_reduced_fat	Cream puff or eclair, custard or cream filled, iced, reduced fat	53420210.0
53450000	0	Turnover_or_dumpling_apple	Turnover or dumpling, apple	53450000.0
53452150	0	Pastry_Chinese_made_with_rice_flour_nine_layer_pudding_	Pastry, Chinese, made with rice flour (nine-layer pudding)	53452150.0
53520200	0	Churros	Churros	53520200.0
53521110	0	Donuts_raised_glazed_	Donuts, raised (glazed)	53521110.0
53542100	0	Granola_bar_oats_raisins_coconut_Nature_Valley_Chewy_Quaker_Oats_Chewy_	Granola bar, oats, raisins, coconut (Nature Valley Chewy, Quaker Oats Chewy)	53542100.0
53542200	0	Granola_bar_oats_fruit_and_nuts_lowfat	Granola bar, oats, fruit and nuts, lowfat	53542200.0
53542210	0	Granola_bar_fat_free_Health_Valley_Fat_Free_Granola_Bar_	Granola bar, fat free (Health Valley Fat-Free Granola Bar)	53542210.0
53543000	0	Granola_bar_oats_reduced_sugar_Quaker_Chewy_Reduced_Sugar_	Granola bar, oats, reduced sugar (Quaker Chewy Reduced Sugar)	53543000.0
53543100	0	Granola_bar_peanuts_oats_wheat_germ	Granola bar, peanuts, oats, wheat germ	53543100.0
53544400	0	Granola_bar_with_rice_cereal_Rice_Krispies_Bar_	Granola bar, with rice cereal (Rice Krispies Bar)	53544400.0
54301000	0	Crackers_snack_Ritz_Club_Sociables_Town_House_Toasteds_	Crackers, snack (Ritz, Club, Sociables, Town House, Toasteds)	54301000.0
54304000	0	Crackers_cheese_Cheez_its_Cheese_Nips_Goldfish_	Crackers, cheese (Cheez-its, Cheese Nips, Goldfish)	54304000.0
54319000	0	Cracker_rice	Cracker, rice	54319000.0
54319010	0	Rice_cake_puffed	Rice cake, puffed	54319010.0
54325000	0	Crackers_saltine	Crackers, saltine	54325000.0
54328100	0	Crackers_sandwich_type_peanut_butter_filled_Ritz_Bits_Lance_Austin_or_Keebler_Sandwich_Crackers_	Crackers, sandwich-type, peanut butter filled (Ritz Bits, Lance, Austin or Keebler Sandwich Crackers)	54328100.0
54338000	0	Crackers_wheat_Wheatables_Wheat_Thins_	Crackers, wheat (Wheatables, Wheat Thins)	54338000.0
54401050	0	Corn_puffs_and_twists_Cheetos_Cheez_Doodles_Cheese_Balls_Funyuns_Bugles_	Corn puffs and twists (Cheetos, Cheez Doodles, Cheese Balls, Funyuns, Bugles)	54401050.0
54401080	0	Tortilla_chips_Tostitos_Doritos_	Tortilla chips (Tostitos, Doritos)	54401080.0
54401120	0	Tortilla_chips_fat_free_made_with_Olean_Doritos_Light_	Tortilla chips, fat free, made with Olean (Doritos Light)	54401120.0
54401170	0	Tortilla_chips_lowfat_unsalted	Tortilla chips, lowfat, unsalted	54401170.0
54403020	0	Popcorn_microwave_or_popped_in_oil_buttered	Popcorn, microwave or popped in oil, buttered	54403020.0
54406200	0	Shrimp_chips_tapioca_base_	Shrimp chips (tapioca base)	54406200.0
54408010	0	Pretzels_hard_salted	Pretzels, hard, salted	54408010.0
54420010	0	Snack_mix_party_mix_multigrain_pretzels_cereal_nuts_Chex_mix_	Snack mix (party mix), multigrain, pretzels, cereal , nuts (Chex mix)	54420010.0
55101000	0	Pancakes_plain	Pancakes, plain	55101000.0
55301000	0	French_toast_plain	French toast, plain	55301000.0
55702000	0	Cake_or_pancake_made_with_rice_flour_and_or_dried_beans_Idli_	Cake or pancake made with rice flour and/or dried beans (Idli)	55702000.0
55703000	0	Cake_made_with_glutinous_rice_and_dried_beans_Injolmi_	Cake made with glutinous rice and dried beans (Injolmi)	55703000.0
56101010	900000	Macaroni_or_rotini_ziti_shells_lasagna_noodles_other_pasta_cooked_no_salt_or_fat_added_	Macaroni, (or rotini, ziti, shells, lasagna noodles, other pasta), cooked (no salt or fat added)	56101010.900000
56101030	0	Pasta_macaroni_rotini_ziti_shells_lasagna_noodles_cooked_with_salt_and_vegetable_oil_	Pasta, (macaroni, rotini, ziti, shells, lasagna noodles), cooked (with salt and vegetable oil)	56101030.0
56113010	900000	Noodles_whole_wheat_cooked_no_salt_or_fat_added_	Noodles, whole wheat, cooked (no salt or fat added)	56113010.900000
56116000	0	Noodles_chow_mein	Noodles, chow mein	56116000.0
56117000	0	Long_rice_noodles_mung_beans_cooked_without_fat	Long rice noodles (mung beans), cooked without fat	56117000.0
56117100	0	Rice_noodles_chow_fun_cooked_without_fat	Rice noodles (chow fun), cooked without fat	56117100.0
56117110	0	Rice_noodles_chow_fun_cooked_with_vegetable_oil	Rice noodles (chow fun), cooked with vegetable oil	56117110.0
56130010	900000	Pasta_spaghetti_linguini_vermicelli_cooked_no_salt_or_fat_added_	Pasta, (spaghetti, linguini, vermicelli), cooked (no salt or fat added)	56130010.900000
56145500	0	Pasta_fettucine_noodles_dry	Pasta, fettucine noodles, dry	56145500.0
56200400	900000	Barley_cooked_no_salt_or_fat_added_	Barley, cooked (no salt or fat added)	56200400.900000
56203010	900000	Oatmeal_regular_cooked_no_salt_or_fat_added_	Oatmeal, regular, cooked (no salt or fat added)	56203010.900000
56203020	900000	Oatmeal_quick_cooked_no_salt_or_fat_added_	Oatmeal, quick, cooked (no salt or fat added)	56203020.900000
56205002	0	Rice_white_cooked_with_salt_and_vegetable_oil_	Rice, white, cooked (with salt and vegetable oil)	56205002.0
56205008	0	Rice_white_cooked_with_salt_no_fat_added_	Rice, white, cooked, (with salt, no fat added)	56205008.0
56205010	900000	Rice_white_cooked_no_salt_or_fat_added_	Rice, white, cooked (no salt or fat added)	56205010.900000
56205016	0	Rice_brown_cooked_fat_added_in_cooking_with_salt_and_margarine_	Rice, brown, cooked, fat added in cooking (with salt and margarine)	56205016.0
56205110	900000	Rice_brown_cooked_no_salt_or_fat_added_	Rice, brown, cooked (no salt or fat added)	56205110.900000
56205150	0	Rice_yellow_cooked_with_salt_no_fat_added_	Rice, yellow, cooked (with salt, no fat added)	56205150.0
56205190	0	Rice_white_glutinous	Rice, white, glutinous	56205190.0
56207150	900000	Couscous_plain_cooked_no_salt_or_fat_added_	Couscous, plain, cooked (no salt or fat added)	56207150.900000
56299901	0	Oatmeal_instant_plain_cooked_no_fat_added_	Oatmeal, instant, plain, cooked (no fat added)	56299901.0
57103500	0	Apple_Cinnamon_Squares_Mini_Wheats_Cereal	Apple Cinnamon Squares Mini-Wheats Cereal	57103500.0
57106050	0	Banana_Nut_Crunch_Cereal	Banana Nut Crunch Cereal	57106050.0
57106250	0	Berry_Berry_Kix_Cereal	Berry Berry Kix Cereal	57106250.0
57123000	0	Cheerios_Cereal	Cheerios Cereal	57123000.0
57128880	0	Complete_Oat_Bran_Flakes_Cereal	Complete Oat Bran Flakes Cereal	57128880.0
57148500	0	Crispy_Brown_Rice_Cereal	Crispy Brown Rice Cereal	57148500.0
57208000	0	Complete_Wheat_Bran_Flakes_Cereal	Complete Wheat Bran Flakes Cereal	57208000.0
57209000	0	Natural_Bran_Flakes_Cereal	Natural Bran Flakes Cereal	57209000.0
57213000	0	Froot_Loops_Cereal	Froot Loops Cereal	57213000.0
57228000	0	Granola_homemade	Granola, homemade	57228000.0
57229000	0	Granola_lowfat	Granola, lowfat	57229000.0
57237100	0	Honey_Bunches_of_Oats_Cereal	Honey Bunches of Oats Cereal	57237100.0
57241000	0	Honey_Nut_Cheerios_Cereal	Honey Nut Cheerios Cereal	57241000.0
57301510	0	Kashi_GOLEAN_Cereal	Kashi GOLEAN Cereal	57301510.0
57308400	0	MultiGrain_Cheerios_Cereal	MultiGrain Cheerios Cereal	57308400.0
57319000	0	100_Natural_Cereal_plain	100% Natural Cereal, plain	57319000.0
57320500	0	100_Natural_Cereal_with_oats_honey_and_raisins	100 % Natural Cereal, with oats, honey and raisins	57320500.0
57327450	0	Quaker_Oat_Bran_Cereal	Quaker Oat Bran Cereal	57327450.0
57604100	0	Whole_wheat_cracked	Whole wheat, cracked	57604100.0
58100120	0	Burrito_with_beef_beans_and_cheese	Burrito with beef, beans, and cheese	58100120.0
58100245	0	Burrito_with_chicken_beans_cheese_and_sour_cream_Burrito_Supreme_	Burrito with chicken, beans, cheese, and sour cream (Burrito Supreme)	58100245.0
58100300	0	Burrito_with_beans_and_rice	Burrito with beans and rice	58100300.0
58101610	0	Soft_taco_with_beans_cheese_lettuce_and_salsa	Soft taco, with beans, cheese, lettuce and salsa	58101610.0
58104290	0	Chalupa_with_beef_cheese_lettuce_tomato_and_salsa_Chalupa_Baja_	Chalupa with beef, cheese, lettuce, tomato and salsa (Chalupa Baja)	58104290.0
58104730	0	Quesadilla_beef_and_cheese	Quesadilla, beef and cheese	58104730.0
58104740	0	Quesadilla_chicken_and_cheese	Quesadilla, chicken and cheese	58104740.0
58106225	0	Pizza_cheese_regular_crust	Pizza, cheese, regular crust	58106225.0
58106441	0	Pizza_with_chicken_and_vegetables_thin_crust	Pizza, with chicken and vegetables, thin crust	58106441.0
58106500	0	Pizza_with_meat_prepared_from_frozen_thin_crust	Pizza, with meat, prepared from frozen, thin crust	58106500.0
58106555	0	Pizza_with_pepperoni_regular_crust	Pizza, with pepperoni, regular crust	58106555.0
58106725	0	Pizza_with_meat_and_vegetables_regular_crust	Pizza, with meat and vegetables, regular crust	58106725.0
58108050	0	Pizza_rolls	Pizza rolls	58108050.0
58110110	0	Egg_roll_meatless_spring_roll_	Egg roll, meatless (spring roll)	58110110.0
58110130	0	Egg_roll_with_beef_and_or_pork_spring_roll_	Egg roll, with beef and/or pork (spring roll)	58110130.0
58110170	0	Egg_roll_with_chicken_or_turkey_spring_roll_	Egg roll, with chicken or turkey (spring roll)	58110170.0
58111120	0	Wonton_fried_vegetable_potsticker_	Wonton, fried, vegetable (potsticker)	58111120.0
58112110	0	Dim_sum_meat_filled_egg_roll_type_	Dim sum, meat filled (egg roll-type)	58112110.0
58124500	0	Pastry_filled_with_potatoes_and_peas_fried_samosa_	Pastry, filled with potatoes and peas, fried (samosa)	58124500.0
58126400	0	Turnover_ham_egg_and_cheese_Hot_Pockets_	Turnover, ham, egg and cheese (Hot Pockets)	58126400.0
58130011	0	Lasagna_with_beef	Lasagna, with beef	58130011.0
58130310	0	Lasagna_meatless	Lasagna, meatless	58130310.0
58136120	0	Lo_mein_meatless	Lo mein, meatless	58136120.0
58137220	0	Pad_Thai_meatless	Pad Thai, meatless	58137220.0
58146100	0	Pasta_with_tomato_sauce_meatless	Pasta with tomato sauce, meatless	58146100.0
58146110	0	Pasta_with_meat_sauce	Pasta with meat sauce	58146110.0
58147510	205914	Pasta_beef_or_chicken_flavored_made_with_vegetable_oil_Lipton_	Pasta, beef or chicken flavored, made with vegetable oil (Lipton)	58147510.205914
58148112	0	Pasta_salad_macaroni_salad_made_with_mayonnaise_type_salad_dressing_Miracle_Whip_	Pasta salad (macaroni salad), made with mayonnaise-type salad dressing (Miracle Whip)	58148112.0
58148170	0	Pasta_salad_macaroni_salad_with_chicken	Pasta salad (macaroni salad), with chicken	58148170.0
58150110	0	Fried_rice_meatless	Fried rice, meatless	58150110.0
58150320	0	Fried_rice_with_chicken	Fried rice, with chicken	58150320.0
58150510	0	Fried_rice_with_shrimp	Fried rice, with shrimp	58150510.0
58151150	0	Sushi_with_seafood_no_vegetables	Sushi, with seafood, no vegetables	58151150.0
58161200	0	Rice_cooked_with_coconut_milk	Rice, cooked with coconut milk	58161200.0
58403010	0	Chicken_noodle_soup	Chicken noodle soup	58403010.0
58404030	0	Chicken_or_turkey_rice_soup_home_recipe	Chicken or turkey rice soup, home recipe	58404030.0
58407010	0	Noodle_soup_instant	Noodle soup, instant	58407010.0
58407030	0	Soup_mostly_noodles_Ramen_Cup_Noodles_	Soup, mostly noodles (Ramen, Cup Noodles)	58407030.0
58407035	0	Soup_mostly_noodles_reduced_fat_reduced_sodium_Ramen_	Soup, mostly noodles, reduced fat, reduced sodium (Ramen)	58407035.0
58408010	0	Won_ton_wonton_soup	Won ton (wonton) soup	58408010.0
58421080	0	Tortilla_soup_Mexican_style	Tortilla soup, Mexican style	58421080.0
59999999	0	Quinoa_cooked_no_fat_or_salt_added_	Quinoa, cooked (no fat or salt added)	59999999.0
61113010	0	Lemon_raw	Lemon, raw	61113010.0
61116010	0	Lime_raw	Lime, raw	61116010.0
61119010	0	Orange_raw	Orange, raw	61119010.0
61125010	0	Tangerine_raw	Tangerine, raw	61125010.0
61201010	0	Grapefruit_juice_freshly_squeezed	Grapefruit juice, freshly squeezed	61201010.0
61204010	0	Lemon_juice_freshly_squeezed	Lemon juice, freshly squeezed	61204010.0
61207010	0	Lime_juice_freshly_squeezed	Lime juice, freshly squeezed	61207010.0
61210010	0	Orange_juice_freshly_squeezed	Orange juice, freshly squeezed	61210010.0
61210220	0	Orange_juice_carton_can_or_bottle	Orange juice, carton, can, or bottle	61210220.0
61213800	0	Fruit_juice_blend_including_citrus_100_juice	Fruit juice blend, including citrus, 100% juice	61213800.0
62101050	0	Fruit_mix_dried_apples_apricots_dates_papaya_peaches_pears_pineapples_prunes_raisins_	Fruit mix, dried (apples, apricots, dates, papaya, peaches, pears, pineapples, prunes, raisins)	62101050.0
62104220	0	Apricots_dried_cooked_unsweetened	Apricots, dried, cooked, unsweetened	62104220.0
62122220	0	Prunes_dried_cooked_unsweetened	Prunes, dried, cooked, unsweetened	62122220.0
62125100	0	Raisins	Raisins	62125100.0
63101000	0	Apples_raw	Apples, raw	63101000.0
63101120	0	Apple_stewed_unsweetened	Apple, stewed, unsweetened	63101120.0
63105010	0	Avocado_raw	Avocado, raw	63105010.0
63107010	0	Banana_raw	Banana, raw	63107010.0
63107210	0	Banana_ripe_fried_with_vegetable_oil	Banana, ripe, fried, with vegetable oil	63107210.0
63109010	0	Cantaloupe_raw	Cantaloupe, raw	63109010.0
63115010	0	Cherries_sweet_raw_Queen_Anne_Bing_	Cherries, sweet, raw (Queen Anne, Bing)	63115010.0
63123010	0	Grapes_raw	Grapes, raw	63123010.0
63126500	0	Kiwi_fruit_raw	Kiwi fruit, raw	63126500.0
63126510	0	Lychee_raw	Lychee, raw	63126510.0
63127010	0	Honeydew_melon_raw	Honeydew melon, raw	63127010.0
63129010	0	Mangos_raw	Mangos, raw	63129010.0
63133010	0	Papaya_raw	Papaya, raw	63133010.0
63133050	0	Papaya_green_cooked	Papaya, green, cooked	63133050.0
63135010	0	Peaches_raw	Peaches, raw	63135010.0
63135170	0	Peach_cooked_or_canned_juice_pack	Peach, cooked or canned, juice pack	63135170.0
63137010	0	Pear_raw	Pear, raw	63137010.0
63139010	0	Persimmon_raw	Persimmon, raw	63139010.0
63141010	0	Pineapple_raw	Pineapple, raw	63141010.0
63141150	0	Pineapple_cooked_or_canned_drained_solids	Pineapple, cooked or canned, drained solids	63141150.0
63143010	0	Plums_raw	Plums, raw	63143010.0
63145010	0	Pomegranate_raw	Pomegranate, raw	63145010.0
63148750	0	Tamarind_raw	Tamarind, raw	63148750.0
63149010	0	Watermelon_raw	Watermelon, raw	63149010.0
63203010	0	Blueberries_raw	Blueberries, raw	63203010.0
63207010	0	Cranberry_raw	Cranberry, raw	63207010.0
63223020	0	Strawberry_raw	Strawberry, raw	63223020.0
63311050	0	Fruit_salad_fresh_with_citrus_fruits_no_dressing	Fruit salad, fresh, (with citrus fruits), no dressing	63311050.0
63320100	0	Fruit_salad_Puerto_Rican_style_bananas_papayas_oranges_etc_	Fruit salad, Puerto Rican style (bananas, papayas, oranges, etc.)	63320100.0
63409010	0	Guacamole	Guacamole	63409010.0
63420110	0	Fruit_juice_bar_frozen_all_flavors_except_orange_	Fruit juice bar, frozen, all flavors (except orange)	63420110.0
64100110	0	Fruit_juice_blend_100_juice	Fruit juice blend, 100% juice	64100110.0
64104010	0	Apple_juice	Apple juice	64104010.0
64105400	0	Cranberry_juice_100_not_a_blend	Cranberry juice, 100%, not a blend	64105400.0
64116020	0	Grape_juice	Grape juice	64116020.0
64121000	0	Passion_fruit_juice	Passion fruit juice	64121000.0
64124020	0	Pineapple_juice	Pineapple juice	64124020.0
64134000	0	Fruit_smoothie_fruit_or_fruit_juice_only_no_dairy_products_	Fruit smoothie, fruit or fruit juice only (no dairy products)	64134000.0
64203020	0	Guava_nectar	Guava nectar	64203020.0
71001000	0	Potatoes_raw	Potatoes, raw	71001000.0
71101000	0	Potatoes_baked_with_salt_peel_not_eaten	Potatoes, baked (with salt), peel not eaten	71101000.0
71101000	900000	Potatoes_baked_no_salt_added_peel_not_eaten	Potatoes, baked (no salt added), peel not eaten	71101000.900000
71103010	0	Potatoes_boiled_with_salt_no_fat_added_	Potatoes, boiled (with salt, no fat added)	71103010.0
71104010	0	Potatoes_roasted_with_salt_no_fat_added_	Potatoes, roasted (with salt, no fat added)	71104010.0
71104020	0	Potato_roasted_with_salt_and_vegetable_oil_	Potato, roasted (with salt and vegetable oil)	71104020.0
71201015	0	Potato_chips_regular	Potato chips, regular	71201015.0
71201020	0	Potato_chips_ruffle_ripple_or_crinkle_cut	Potato chips, ruffle, ripple, or crinkle cut	71201020.0
71201250	0	Potato_chips_restructured_baked_Baked_Lay_s_	Potato chips, restructured, baked (Baked Lay's)	71201250.0
71401010	0	French_fries_fresh_deep_fried	French fries, fresh, deep fried	71401010.0
71401030	0	French_fries_frozen_deep_fried_fast_food_fries_	French fries, frozen, deep fried (fast food fries)	71401030.0
71405010	0	Hash_browns_fresh_potatoes	Hash browns, fresh potatoes	71405010.0
71501020	0	Potatoes_mashed_with_milk_and_margarine_or_butter	Potatoes, mashed, with milk and margarine or butter	71501020.0
71501080	0	Potato_mashed_no_milk_or_fat_added	Potato, mashed, no milk or fat added	71501080.0
71505000	0	Potato_puffs_Tater_Tots_	Potato puffs (Tater Tots)	71505000.0
71603010	205479	Potato_salad_no_dressing	Potato salad, no dressing	71603010.205479
71962010	0	Taro_Dasheen_boiled_with_salt_no_fat_added_	Taro (Dasheen), boiled (with salt, no fat added)	71962010.0
71962020	206868	Taro_Dasheen_fried_in_vegetable_oil	Taro (Dasheen), fried in vegetable oil	71962020.206868
71980200	0	Taro_chips	Taro chips	71980200.0
72103000	0	Broccoli_rabe_raw	Broccoli rabe, raw	72103000.0
72107100	0	Collards_raw	Collards, raw	72107100.0
72116000	0	Endive_raw	Endive, raw	72116000.0
72119211	900000	Kale_fresh_cooked_no_salt_or_fat_added_	Kale, fresh, cooked (no salt or fat added)	72119211.900000
72119229	0	Kale_raw	Kale, raw	72119229.0
72122100	0	Mustard_greens_raw	Mustard greens, raw	72122100.0
72122211	900000	Mustard_greens_fresh_cooked_no_salt_or_fat_added_	Mustard greens, fresh, cooked (no salt or fat added)	72122211.900000
72125100	0	Spinach_raw	Spinach, raw	72125100.0
72126000	900000	Taro_leaves_cooked_no_salt_or_fat_added_	Taro leaves, cooked (no salt or fat added)	72126000.900000
72130200	900000	Watercress_cooked_no_salt_or_fat_added_	Watercress, cooked (no salt or fat added)	72130200.900000
72201100	0	Broccoli_raw	Broccoli, raw	72201100.0
72308000	0	Soup_leafy_greens_with_meat_Asian_style	Soup, leafy greens with meat, Asian style	72308000.0
72308500	0	Soup_leafy_greens_meatless_Asian_style	Soup, leafy greens, meatless, Asian style	72308500.0
73101010	0	Carrots_raw	Carrots, raw	73101010.0
73101019	0	Carrot_baby	Carrot, baby	73101019.0
73201011	0	Pumpkin_fresh_cooked_with_salt_no_fat_added_	Pumpkin, fresh, cooked (with salt, no fat added)	73201011.0
73201011	900000	Pumpkin_fresh_cooked_no_salt_or_fat_added_	Pumpkin, fresh, cooked (no salt or fat added)	73201011.900000
73201021	0	Pumpkin_fresh_cooked_with_salt_and_fat_	Pumpkin, fresh, cooked (with salt and fat)	73201021.0
73401500	0	Sweet_potato_raw	Sweet potato, raw	73401500.0
73402010	900000	Sweet_potatoes_yams_baked_peel_eaten_no_salt_or_fat_added_	Sweet potatoes (yams), baked, peel eaten (no salt or fat added)	73402010.900000
73405010	900000	Sweet_potatoes_yams_boiled_without_peel_no_salt_or_fat_added_	Sweet potatoes (yams), boiled, without peel (no salt or fat added)	73405010.900000
73421000	0	Sweet_potato_yellow_cooked_with_salt_	Sweet potato, yellow, cooked (with salt)	73421000.0
74101000	0	Tomatoes_raw	Tomatoes, raw	74101000.0
74101400	0	Tomatoes_cherry	Tomatoes, cherry	74101400.0
74202051	0	Tomato_red_from_fresh_fried	Tomato, red, from fresh, fried	74202051.0
74401010	0	Tomato_catsup_ketchup_	Tomato catsup (ketchup)	74401010.0
74402020	0	Sriracha_chili_sauce	Sriracha chili sauce	74402020.0
74402150	0	Salsa_red_cooked_ready_to_serve	Salsa, red, cooked, ready-to-serve	74402150.0
74403050	0	Tomato_sauce_low_sodium	Tomato sauce, low sodium	74403050.0
74404010	0	Spaghetti_sauce_marinara_meatless	Spaghetti sauce (marinara), meatless	74404010.0
74406500	0	Cocktail_sauce	Cocktail sauce	74406500.0
