FoodCode	ModCode	Main.food.description	Old.Main.food.description	FoodID
11460300	0	Frozen_yogurt_vanilla_nonfat	Frozen yogurt, vanilla, nonfat	11460300.0
11460400	0	Frozen_yogurt_chocolate_nonfat_low_calorie_sweetener	Frozen yogurt, chocolate, nonfat, low-calorie sweetener	11460400.0
11460410	0	Frozen_yogurt_other_flavors_nonfat_low_calorie_sweetener	Frozen yogurt, other flavors, nonfat, low-calorie sweetener	11460410.0
11460430	0	Frozen_yogurt_chocolate_whole_milk	Frozen yogurt, chocolate, whole milk	11460430.0
11460440	0	Frozen_yogurt_other_flavors_whole_milk	Frozen yogurt, other flavors, whole milk	11460440.0
11461000	0	Frozen_yogurt_chocolate_coated	Frozen yogurt, chocolate-coated	11461000.0
11461100	0	Frozen_yogurt_carob_coated	Frozen yogurt, carob-coated	11461100.0
11461200	0	Frozen_yogurt_sandwich	Frozen yogurt, sandwich	11461200.0
11461250	0	Frozen_yogurt_cone_chocolate	Frozen yogurt, cone, chocolate	11461250.0
11461260	0	Frozen_yogurt_cone_other_flavors	Frozen yogurt, cone, other flavors	11461260.0
11461270	0	Frozen_yogurt_cone_vanilla_low_fat	Frozen yogurt, cone, vanilla, low fat	11461270.0
11461280	0	Frozen_yogurt_cone_chocolate_low_fat	Frozen yogurt, cone, chocolate, low fat	11461280.0
11511100	0	Chocolate_milk_whole	Chocolate milk, whole	11511100.0
11511200	0	Milk_chocolate_flavored_reduced_fat_2_	Milk, chocolate flavored, reduced fat (2%)	11511200.0
11511300	0	Chocolate_milk_fat_free_skim_	Chocolate milk, fat free (skim)	11511300.0
11511400	0	Milk_chocolate_flavored_low_fat_1_	Milk, chocolate flavored, low fat (1%)	11511400.0
11512000	0	Hot_chocolate_homemade_with_whole_milk	Hot chocolate, homemade, with whole milk	11512000.0
11512500	0	Hot_chocolate_Puerto_Rican_style_with_whole_milk	Hot chocolate, Puerto Rican style, with whole milk	11512500.0
11512500	206723	Hot_chocolate_Puerto_Rican_style_with_reduced_fat_2_milk	Hot chocolate, Puerto Rican style, with reduced fat (2%) milk	11512500.206723
11512500	206744	Hot_chocolate_Puerto_Rican_style_with_low_fat_1_milk	Hot chocolate, Puerto Rican style, with low fat (1%) milk	11512500.206744
11513100	0	Hot_chocolate_Hershey_s_Nestle_s_Quick_made_from_mix_with_whole_milk	Hot chocolate, (Hershey's), (Nestle's Quick), made from mix, with whole milk	11513100.0
11513150	0	Hot_cocoa_Hershey_s_Nestle_s_Quick_made_from_mix_with_reduced_fat_2_milk	Hot cocoa, (Hershey's), (Nestle's Quick), made from mix, with reduced fat (2%) milk	11513150.0
11513200	0	Hot_chocolate_Hershey_s_Nestle_s_Quick_made_from_mix_with_low_fat_1_milk	Hot chocolate, (Hershey's), (Nestle's Quick), made from mix, with low fat (1%) milk	11513200.0
11513300	0	Hot_cocoa_Hershey_s_Nestle_s_Quick_made_from_mix_with_fat_free_skim_milk	Hot cocoa, (Hershey's), (Nestle's Quick), made from mix, with fat free (skim) milk	11513300.0
11513355	0	Hot_cocoa_Hershey_s_Nestle_s_Quick_reduced_sugar_with_whole_milk	Hot cocoa, (Hershey's), (Nestle's Quick), reduced sugar, with whole milk	11513355.0
11513360	0	Hot_cocoa_Hershey_s_Nestle_s_Quick_reduced_sugar_with_reduced_fat_2_milk	Hot cocoa, (Hershey's), (Nestle's Quick), reduced sugar, with reduced fat (2%) milk	11513360.0
11513365	0	Hot_cocoa_Hershey_s_Nestle_s_Quick_reduced_sugar_with_low_fat_1_milk	Hot cocoa, (Hershey's), (Nestle's Quick), reduced sugar, with low fat (1%) milk	11513365.0
11513370	0	Hot_cocoa_Hershey_s_Nestle_s_Quick_reduced_sugar_with_fat_free_skim_milk	Hot cocoa, (Hershey's), (Nestle's Quick), reduced sugar, with fat free (skim) milk	11513370.0
11513500	0	Chocolate_milk_homemade_with_whole_milk	Chocolate milk, homemade, with whole milk	11513500.0
11513550	0	Milk_reduced_fat_2_with_chocolate_syrup	Milk, reduced fat (2%), with chocolate syrup	11513550.0
11513600	0	Chocolate_milk_homemade_with_low_fat_1_milk	Chocolate milk, homemade, with low fat (1%) milk	11513600.0
11513700	0	Milk_fat_free_skim_with_chocolate_syrup	Milk, fat free (skim), with chocolate syrup	11513700.0
11514100	0	Hot_chocolate_Swiss_Miss_Carnation_made_from_dry_mix_with_milk_sugar_with_water	Hot chocolate, (Swiss Miss), (Carnation), made from dry mix (with milk & sugar), with water	11514100.0
11514300	0	Hot_cocoa_Carnation_Swiss_Miss_Nutrisystem_made_from_mix_with_milk_low_calorie_sweetener_with_water	Hot cocoa, (Carnation), (Swiss Miss), (Nutrisystem), made from mix (with milk & low calorie sweetener), with water	11514300.0
11514500	0	Ovaltine_sugar_free_Hot_Cocoa	Ovaltine sugar free Hot Cocoa	11514500.0
11515400	0	Alba_High_Calcium_Cocoa	Alba High Calcium Cocoa	11515400.0
11516000	0	Chocolate_Milk_Nestle_s_Quik_Swiss_Miss_with_1_fat_milk	Chocolate Milk, (Nestle's Quik), (Swiss Miss), with 1% fat milk	11516000.0
11518000	0	Chocolate_beverage_Jenny_Craig_Alba_from_dry_mix_with_milk_and_low_calorie_sweetener_water_added	Chocolate beverage, (Jenny Craig), (Alba), from dry mix with milk and low calorie sweetener, water added	11518000.0
11519050	0	Milk_whole_with_strawberry_or_vanilla_flavor	Milk, whole, with strawberry or vanilla flavor	11519050.0
11519105	0	Strawberry_milk_reduced_fat_2_	Strawberry milk, reduced fat (2%)	11519105.0
11519200	0	Milk_low_fat_1_with_strawberry_or_vanilla_flavor	Milk, low fat (1%) with strawberry or vanilla flavor	11519200.0
11519205	0	Strawberry_milk_fat_free_skim_	Strawberry milk, fat free (skim)	11519205.0
11521000	0	Malted_milk_chocolate_with_2_milk	Malted milk, chocolate, with 2% milk	11521000.0
11522000	0	Malted_milk_natural_flavor_with_2_milk	Malted milk, natural flavor, with 2% milk	11522000.0
11522000	205085	Malted_milk_natural_flavor_with_whole_milk	Malted milk, natural flavor, with whole milk	11522000.205085
11525000	206681	Malted_milk_fortified_natural_flavor_with_whole_milk	Malted milk, fortified, natural flavor, with whole milk	11525000.206681
11525000	206746	Ovaltine_natural_flavor_with_2_milk	Ovaltine, natural flavor, with 2% milk	11525000.206746
11525000	206771	Malted_milk_fortified_natural_flavor_with_skim_milk	Malted milk, fortified, natural flavor, with skim milk	11525000.206771
11526000	201243	Ovaltine_chocolate_with_skim_milk	Ovaltine, chocolate, with skim milk	11526000.201243
11526000	201914	Malted_milk_fortified_chocolate_with_whole_milk	Malted milk, fortified, chocolate, with whole milk	11526000.201914
11526000	202280	Ovaltine_chocolate_with_2_milk	Ovaltine, chocolate, with 2% milk	11526000.202280
11526000	202663	Malted_milk_fortified_chocolate_with_1_milk	Malted milk, fortified, chocolate, with 1% milk	11526000.202663
11531000	0	Eggnog_with_whole_milk	Eggnog, with whole milk	11531000.0
11531500	0	Eggnog_with_2_milk	Eggnog, with 2% milk	11531500.0
11541110	0	Milk_shake_homemade_chocolate_with_whole_milk	Milk shake, homemade, chocolate, with whole milk	11541110.0
11541110	100566	Milk_shake_fountain_type_chocolate_with_2_milk	Milk shake,  fountain-type, chocolate, with 2% milk	11541110.100566
11541110	205157	Milk_shake_homemade_chocolate_with_low_fat_milk	Milk shake, homemade, chocolate, with low fat milk	11541110.205157
11541120	0	Milk_shake_fountain_type_vanilla_or_strawberry_with_whole_milk	Milk shake,  fountain-type, vanilla or strawberry, with whole milk	11541120.0
11541120	101293	Milk_shake_homemade_vanilla_or_strawberry_with_2_milk	Milk shake, homemade, vanilla or strawberry, with 2% milk	11541120.101293
11541120	201586	Milk_shake_fountain_type_vanilla_or_strawberry_with_low_fat_milk	Milk shake,  fountain-type, vanilla or strawberry, with low fat milk	11541120.201586
11541120	202978	Milk_shake_homemade_vanilla_or_strawberry_with_fat_free_milk	Milk shake, homemade, vanilla or strawberry, with fat free milk	11541120.202978
11541400	0	Milk_shake_with_malt_with_whole_milk	Milk shake, with malt, with whole milk	11541400.0
11541400	101023	Milk_shake_with_malt_with_1_milk	Milk shake, with malt, with 1% milk	11541400.101023
11542100	0	Milk_shake_fast_food_or_carry_out_chocolate	Milk shake, fast food or carry-out, chocolate	11542100.0
11542200	0	Milk_shake_fast_food_or_carry_out_vanilla_or_strawberry	Milk shake, fast food or carry out, vanilla or strawberry	11542200.0
11551050	204588	Fruit_smoothie_made_with_whole_milk	Fruit smoothie, made with whole milk	11551050.204588
11551050	206451	Fruit_smoothie_made_with_fat_free_skim_milk	Fruit smoothie, made with fat free (skim) milk	11551050.206451
11551050	206885	Fruit_smoothie_made_with_reduced_fat_2_milk	Fruit smoothie, made with reduced fat (2%) milk	11551050.206885
11551050	206927	Fruit_smoothie_made_with_low_fat_1_milk	Fruit smoothie, made with low fat (1%) milk	11551050.206927
11552200	0	Orange_Julius	Orange Julius	11552200.0
11553000	0	Fruit_smoothie_made_with_yogurt_and_ice_cream	Fruit smoothie, made with yogurt and ice cream	11553000.0
11560000	0	Chocolate_flavored_drink	Chocolate-flavored drink	11560000.0
11560020	0	Yoo_Hoo_drink_strawberry	Yoo-Hoo drink, strawberry	11560020.0
11561000	0	Cafe_con_leche_with_whole_milk	Cafe con leche, with whole milk	11561000.0
11561010	0	Cafe_con_leche_with_sugar	Cafe con leche  with sugar	11561010.0
11561010	204009	Cafe_con_leche_with_sugar_and_2_milk	Cafe con leche with sugar and 2% milk	11561010.204009
11611000	0	Instant_breakfast_canned	Instant breakfast, canned	11611000.0
11612000	100069	Instant_breakfast_powder_with_2_milk	Instant breakfast, powder, with 2% milk	11612000.100069
11612000	200404	Instant_breakfast_powder_with_whole_milk	Instant breakfast, powder, with whole milk	11612000.200404
11612000	201746	Instant_breakfast_powder_with_skim_milk	Instant breakfast, powder, with skim milk	11612000.201746
11612000	206499	Instant_breakfast_powder_with_1_milk	Instant breakfast, powder, with 1% milk	11612000.206499
11613000	203344	Instant_breakfast_powder_low_calorie_sweetener_with_2_milk	Instant breakfast, powder, low calorie sweetener, with 2% milk	11613000.203344
11622010	0	Diet_beverage_powder_made_with_fat_free_milk	Diet beverage, powder, made with fat free milk	11622010.0
11623000	0	Ensure_Nutrition_Shake	Ensure Nutrition Shake	11623000.0
11631000	0	Meal_supplement_high_calorie_canned_or_powdered_reconstituted	Meal supplement, high calorie, canned or powdered, reconstituted	11631000.0
11641000	0	Meal_supplement_high_protein_liquid	Meal supplement, high protein, liquid	11641000.0
11641020	0	Meal_supplement_ready_to_drink_Boost_	Meal supplement, ready-to-drink, (Boost)	11641020.0
11811000	0	Milk_dry_whole_not_reconstituted	Milk, dry, whole, not reconstituted	11811000.0
11812000	0	Milk_dry_low_fat_not_reconstituted	Milk, dry, low fat, not reconstituted	11812000.0
11813000	0	Milk_dry_nonfat_not_reconstituted	Milk, dry, nonfat, not reconstituted	11813000.0
11820000	0	Buttermilk_dry_not_reconstituted	Buttermilk, dry, not reconstituted	11820000.0
11825000	0	Whey_sweet_dry	Whey, sweet, dry	11825000.0
11830100	0	Cocoa_dry_mix_with_milk_sugar_not_reconstituted	Cocoa, dry mix (with milk & sugar), not reconstituted	11830100.0
11830110	0	Cocoa_dry_mix_with_nonfat_dry_milk_low_calorie_sweetener_not_reconstituted	Cocoa, dry mix (with nonfat dry milk & low calorie sweetener), not reconstituted	11830110.0
11830150	0	Cocoa_powder_unsweetened	Cocoa powder, unsweetened	11830150.0
11830160	0	Chocolate_flavored_powdered_drink_mix_not_reconstituted	Chocolate flavored powdered drink mix, not reconstituted	11830160.0
11830170	0	sugar_free_Nestle_s_Quik_powder	sugar free Nestle's Quik powder	11830170.0
11830200	0	Malted_milk_dry_mix_natural_flavor_not_reconstituted	Malted milk, dry mix, natural flavor, not reconstituted	11830200.0
11830210	0	Malted_milk_dry_mix_fortified_natural_flavor_not_reconstituted	Malted milk, dry mix, fortified, natural flavor, not reconstituted	11830210.0
11830250	0	Malted_milk_dry_mix_chocolate_not_reconstituted	Malted milk, dry mix, chocolate, not reconstituted	11830250.0
11830260	0	Malted_milk_dry_mix_fortified_chocolate_not_reconstituted	Malted milk, dry mix, fortified, chocolate, not reconstituted	11830260.0
11830400	0	Nestle_s_Quik_powder_strawberry	Nestle's Quik powder, strawberry	11830400.0
11830800	0	Instant_breakfast_powder_not_reconstituted	Instant breakfast, powder, not reconstituted	11830800.0
11830810	0	Instant_breakfast_powder_sweetened_with_low_calorie_sweetener_not_reconstituted	Instant breakfast, powder, sweetened with low calorie sweetener, not reconstituted	11830810.0
11830900	0	Protein_supplement_powder_milk_based_not_reconstituted	Protein supplement powder, milk-based, not reconstituted	11830900.0
11830940	0	Meal_replacement_powder_high_protein_milk_based_to_mix_with_fruit_juice_not_reconstituted	Meal replacement powder, high protein, milk-based, to mix with fruit juice, not reconstituted	11830940.0
11830970	0	Meal_replacement_powder_milk_based_not_reconstituted	Meal replacement powder, milk-based, not reconstituted	11830970.0
11830990	0	Nutrient_supplement_powder_milk_based_not_reconstituted	Nutrient supplement powder, milk-based, not reconstituted	11830990.0
11831500	0	Nutrient_supplement_powder_milk_based_high_protein_not_reconstituted	Nutrient supplement powder, milk-based, high protein, not reconstituted	11831500.0
11832000	0	Meal_replacement_powder_milk_and_soy_based_not_reconstituted	Meal replacement powder, milk- and soy-based,  not reconstituted	11832000.0
12110100	0	Light_cream	Light cream	12110100.0
12110300	0	Cream_light_whipped_unsweetened	Cream, light, whipped, unsweetened	12110300.0
12120100	0	Half_and_half	Half and half	12120100.0
12120105	0	Cream_half_and_half_low_fat	Cream, half and half, low fat	12120105.0
12120110	0	Cream_half_and_half_fat_free	Cream, half and half, fat free	12120110.0
12130100	0	Cream_heavy_whipping_cream_	Cream, heavy (whipping cream)	12130100.0
12130200	0	Cream_heavy_whipped_unsweetened	Cream, heavy, whipped, unsweetened	12130200.0
12140000	0	Whipped_cream_heavy_sweetened	Whipped cream, heavy, sweetened	12140000.0
12140100	0	Cream_whipped_pressurized_container	Cream, whipped, pressurized container	12140100.0
12140105	0	Whipped_cream_light_pressurized_container	Whipped cream, light, pressurized container	12140105.0
12140110	0	Cream_whipped_pressurized_container_fat_free	Cream, whipped, pressurized container, fat free	12140110.0
12210200	0	Cream_substitute_liquid	Cream substitute, liquid	12210200.0
12210210	0	Coffee_Mate_flavored_liquid	Coffee Mate, flavored, liquid	12210210.0
12210250	0	Cream_substitute_light_liquid	Cream substitute, light, liquid	12210250.0
12210400	0	Coffee_creamer_powdered	Coffee creamer, powdered	12210400.0
12210410	0	Cremora_light	Cremora, light	12210410.0
12210420	0	Coffee_creamer_flavored_powdered	Coffee creamer, flavored, powdered	12210420.0
12220100	0	Cool_Whip_pressurized_can	Cool Whip pressurized can	12220100.0
12220200	0	Whipped_topping_nondairy_frozen	Whipped topping, nondairy, frozen	12220200.0
12220250	0	Cool_Whip_Lite_frozen	Cool Whip Lite frozen	12220250.0
12220270	0	Whipped_topping_nondairy_frozen_fat_free	Whipped topping, nondairy, frozen, fat free	12220270.0
12220280	0	Cool_Whip_Sugar_Free_frozen	Cool Whip Sugar Free frozen	12220280.0
12220300	0	Whipped_topping_nondairy_made_from_powdered_mix	Whipped topping, nondairy, made from powdered mix	12220300.0
12310100	0	Sour_cream	Sour cream	12310100.0
12310200	0	Sour_cream_half_and_half	Sour cream, half and half	12310200.0
12310300	0	Sour_cream_reduced_fat	Sour cream, reduced fat	12310300.0
12310340	0	Sour_cream_low_fat	Sour cream, low fat	12310340.0
12310350	0	Sour_cream_light	Sour cream, light	12310350.0
12310370	0	Sour_cream_fat_free	Sour cream, fat free	12310370.0
12320100	0	Sour_cream_imitation_nondairy_	Sour cream, imitation (nondairy)	12320100.0
12350000	0	Ranch_dip_made_with_sour_cream	Ranch dip, made with sour cream	12350000.0
12350000	201766	Dip_made_with_fat_free_sour_cream	Dip, made with fat free sour cream	12350000.201766
12350000	202322	Ranch_dip_made_with_light_sour_cream	Ranch dip, made with light sour cream	12350000.202322
12350020	0	Dip_made_with_reduced_fat_sour_cream	Dip, made with reduced fat sour cream	12350020.0
12350100	0	Spinach_dip_made_with_sour_cream_and_mayonnaise	Spinach dip, made with sour cream and mayonnaise	12350100.0
12350100	100968	Spinach_dip_made_with_fat_free_sour_cream_and_low_calorie_mayonnaise	Spinach dip, made with fat free sour cream and low-calorie mayonnaise	12350100.100968
12350100	206570	Spinach_dip_made_with_reduced_fat_sour_cream_and_mayonnaise	Spinach dip, made with reduced fat sour cream and mayonnaise	12350100.206570
12350110	0	Spinach_and_artichoke_dip	Spinach and artichoke dip	12350110.0
13110100	0	Ice_cream_regular_vanilla_or_other_flavors	Ice cream, regular, vanilla or other flavors	13110100.0
13110110	0	Ice_cream_regular_chocolate	Ice cream, regular, chocolate	13110110.0
13110120	0	Ice_cream_premium_rich_vanilla_or_other_flavors	Ice cream, premium (rich), vanilla or other flavors	13110120.0
13110130	0	Ben_and_Jerry_s_ice_cream_chocolate	Ben and Jerry's ice cream, chocolate	13110130.0
13110200	0	Ice_cream_soft_serve_vanilla_or_other_flavors	Ice cream, soft serve, vanilla or other flavors	13110200.0
13110210	0	Ice_cream_soft_serve_chocolate	Ice cream, soft serve, chocolate	13110210.0
13110320	0	Ice_cream_no_sugar_added_vanilla_or_other_flavors	Ice cream, no sugar added, vanilla or other flavors	13110320.0
13110330	0	Ice_cream_no_sugar_added_chocolate	Ice cream, no sugar added, chocolate	13110330.0
13120050	0	Ice_cream_bar_no_coating	Ice cream bar, no coating	13120050.0
13120100	0	Ice_cream_bar_chocolate_covered	Ice cream bar, chocolate covered	13120100.0
13120110	0	Ice_cream_bar_chocolate_or_caramel_covered_with_nuts	Ice cream bar, chocolate or caramel covered, with nuts	13120110.0
13120120	0	Ice_cream_bar_rich_chocolate_ice_cream_thick_chocolate_covering	Ice cream bar, rich chocolate ice cream, thick chocolate covering	13120120.0
13120121	0	Dove_bar_vanilla_ice_cream	Dove bar, vanilla ice cream	13120121.0
13120130	0	Ice_cream_bar_rich_ice_cream_chocolate_covered_with_nuts	Ice cream bar, rich ice cream, chocolate covered, with nuts	13120130.0
13120140	0	Ice_cream_bar_chocolate_ice_cream_chocolate_covered	Ice cream bar, chocolate ice cream, chocolate covered	13120140.0
13120300	0	Ice_cream_bar_cake_covered	Ice cream bar, cake covered	13120300.0
13120310	0	Ice_cream_bar_with_crunch_coating	Ice cream bar, with crunch coating	13120310.0
13120400	0	Ice_cream_bar_or_stick_with_fruit	Ice cream bar or stick with fruit	13120400.0
13120500	0	Ice_cream_sandwich	Ice cream sandwich	13120500.0
13120550	0	Ice_cream_cookie_sandwich	Ice cream cookie sandwich	13120550.0
13120700	0	Ice_cream_cone_vanilla_ice_cream_or_other_flavors_with_nuts	Ice cream cone, vanilla ice cream or other flavors, with nuts	13120700.0
13120710	0	Ice_cream_cone_vanilla_ice_cream_or_other_flavors_chocolate_covered_with_nuts	Ice cream cone, vanilla ice cream or other flavors, chocolate covered, with nuts	13120710.0
13120720	0	Ice_cream_cone_vanilla_ice_cream_or_other_flavors_chocolate_covered	Ice cream cone, vanilla ice cream or other flavors, chocolate covered	13120720.0
13120730	0	Ice_cream_cone_vanilla_ice_cream_or_other_flavors	Ice cream cone, vanilla ice cream or other flavors	13120730.0
13120750	0	Ice_cream_cone_chocolate_ice_cream_with_nuts	Ice cream cone, chocolate ice cream, with nuts	13120750.0
13120760	0	Ice_cream_cone_chocolate_ice_cream_chocolate_covered	Ice cream cone, chocolate ice cream, chocolate covered	13120760.0
13120770	0	Ice_cream_cone_chocolate_ice_cream	Ice cream cone, chocolate ice cream	13120770.0
13120780	0	Ice_cream_cone_chocolate_ice_cream_chocolate_covered_with_nuts	Ice cream cone, chocolate ice cream, chocolate covered, with nuts	13120780.0
13120790	0	Ice_cream_sundae_cone	Ice cream sundae cone	13120790.0
13120800	0	Ice_cream_soda_vanilla_or_other_flavors	Ice cream soda, vanilla or other flavors	13120800.0
13120810	0	Ice_cream_soda_chocolate	Ice cream soda, chocolate	13120810.0
13121100	0	Ice_cream_sundae_fruit_topping_with_whipped_cream	Ice cream sundae, fruit topping, with whipped cream	13121100.0
13121200	0	Ice_cream_sundae_prepackaged_vanilla_or_other_flavors	Ice cream sundae, prepackaged, vanilla or other flavors	13121200.0
13121300	0	Ice_cream_sundae_chocolate_or_fudge_topping_with_whipped_cream	Ice cream sundae, chocolate or fudge topping, with whipped cream	13121300.0
13121400	0	Ice_cream_sundae_caramel_or_butterscotch_topping_with_whipped_cream	Ice cream sundae, caramel or butterscotch topping, with whipped cream	13121400.0
13121500	0	Ice_cream_sundae_fudge_topping_with_cake_and_whipped_cream	Ice cream sundae, fudge topping, with cake and whipped cream	13121500.0
13122100	0	Ice_cream_pie_no_crust	Ice cream pie, no crust	13122100.0
13122500	0	Pie_ice_cream_with_cookie_crust_fudge_topping_and_whipped_cream	Pie, ice cream, with cookie crust, fudge topping, and whipped cream	13122500.0
13126000	0	Ice_cream_fried	Ice cream, fried	13126000.0
13130300	0	Ice_cream_light_vanilla_or_other_flavors	Ice cream, light, vanilla or other flavors	13130300.0
13130310	0	Light_ice_cream_chocolate	Light ice cream, chocolate	13130310.0
13130330	0	Ice_cream_light_no_sugar_added_vanilla_or_other_flavors	Ice cream, light, no sugar added, vanilla or other flavors	13130330.0
13130340	0	Light_ice_cream_no_sugar_added_chocolate	Light ice cream, no sugar added, chocolate	13130340.0
13130600	0	Ice_cream_light_soft_serve_vanilla_or_other_flavors	Ice cream, light, soft serve, vanilla or other flavors	13130600.0
13130610	0	Light_ice_cream_soft_serve_chocolate	Light ice cream, soft serve, chocolate	13130610.0
13130620	0	Ice_cream_light_soft_serve_cone_vanilla_or_other_flavors	Ice cream, light, soft serve cone, vanilla or other flavors	13130620.0
13130630	0	Light_ice_cream_soft_serve_cone_chocolate	Light ice cream, soft serve cone, chocolate	13130630.0
13130700	0	Ice_cream_light_soft_serve_blended_with_candy_or_cookies_Blizzard_McFlurry_	Ice cream, light, soft serve, blended with candy or cookies (Blizzard, McFlurry)	13130700.0
13135000	0	Ice_cream_sandwich_light_vanilla_ice_cream	Ice cream sandwich, light vanilla ice cream	13135000.0
13135010	0	Ice_cream_sandwich_light_chocolate_ice_cream	Ice cream sandwich, light chocolate ice cream	13135010.0
13136000	0	Ice_cream_sandwich_light_no_sugar_added_ice_cream	Ice cream sandwich, light, no-sugar- added ice cream	13136000.0
